name	group	rhop0	etap	etap.hat	gammap	kappa	logFCinf	R2
AT3G07770	Hsp89.1	E	32.6893611448391	-1.81909057084002	-0.0556477859197077	0.518586119900096	-13.9119464799269	NA	0.855549866302619
AT3G09440	HSP70-3	E	194.970174875559	-16.3448306066414	-0.0838324662583578	0.923236733506471	-20.9581165645895	NA	0.829919805193971
AT3G12050	AT3G12050	E	35.6677635739596	-2.02629495873249	-0.056810261022697	2.05088504192679	-14.2025652556742	-1.70138431306599	0.899339185322474
AT3G13000	AT3G13000	L	3.39611660228351	-8.16089599101524e-08	-2.40300818456232e-08	-16.9975453504735	-6.00752046140579e-06	5.09898321957954e-08	0.816862632399178
AT3G13470	CPN60B2	L	155.158563725569	-14.9511865725005	-0.0963606920140406	4.99999588462534	-24.0901730035101	-0.948429816464973	0.855639264359689
AT3G14200	AT3G14200	E	9.71117836485686	-0.897530768827711	-0.0924224368152608	1.77348281648592	-23.1056092038152	NA	0.934557810531563
AT3G14240	AT3G14240	L	35.127634921383	-3.24386843325265	-0.0923451988872164	4.99999651954007	-23.0862997218041	-0.893588200200669	0.901791388932169
AT3G14600	RPL18AC	E	167.168663335429	26.2220099610643	0.156859601781041	4.99999375422676	39.2149004452603	0.835357382775947	0.846152897619156
AT3G15060	RABA1G	E	4.16452574259481	0.621854709747846	0.149321855160483	0.943197039481361	37.3304637901208	2.30971893519046	0.819723442397856
AT3G16050	PDX12	E	25.2055876143386	-1.64872134144196	-0.0654109464404653	1.23446859300367	-16.3527366101163	NA	0.918469294197541
AT3G16800	AT3G16800	E	8.79521644416467	-1.15667640711157	-0.131511988869698	4.99999634347566	-32.8779972174245	-1.5460786553227	0.873777564461508
AT3G18750	WNK6	E	4.41450838848477	-0.298431067804841	-0.0676023333840066	4.99999866643833	-16.9005833460016	-0.59512250024158	0.840006602487894
AT3G19240	AT3G19240	L	3.77972181047865	0.0286571580209214	0.00758181672034014	-1.25716594062299	1.89545418008503	-0.235776148570832	0.90054629782152
AT3G23080	AT3G23080	E	6.0654414633054	-0.349915539096709	-0.0576900364488919	3.07496731184464	-14.422509112223	-0.913296854506774	0.878470548848761
AT3G24770	CLE41	E	12.7551961981673	1.3949839055225	0.109365930860627	4.999995258907	27.3414827151567	0.629314811342172	0.811505582368316
AT3G25980	MAD2	L	4.58009087905977	0.023814077139268	0.00519947699032486	-3.06146181282465	1.29986924758122	-0.0625939895235808	0.803017070812388
AT3G42800	AT3G42800	L	0.878236730151215	1.4650013521146e-07	1.66811669544082e-07	-15.9625820014882	4.17029173860205e-05	-3.7691020135433e-07	0.826633944464036
AT3G46090	ZAT7	L	0.894605974105836	0.00285432271390226	0.00319059205563116	-5.21201687705527	0.797648013907791	-0.0222497239414595	0.924224290027717
AT3G46320	AT3G46320	E	75.0431026790337	9.93942207438664	0.132449508609718	3.26375344067283	33.1123771524295	1.01045688038457	0.832427590855832
AT3G46530	RPP13	L	11.3349471042822	-0.154196791926468	-0.0136036622410187	0.0404735269486263	-3.40091556025466	NA	0.904344153697127
AT3G46920	AT3G46920	L	1.35154419408011	-0.0960763424460038	-0.0710863491307403	4.99999946019985	-17.7715872826851	-0.633595044850771	0.913541884632821
AT3G49250	DMS3	L	2.53808362518667	0.012502241080808	0.00492585861109619	-2.04488801347697	1.23146465277405	-0.0896075138653536	0.82028557258608
AT3G52560	UEV1D	E	73.6545774796718	4.37777219539117	0.0594365258099458	2.87576870871278	14.8591314524864	0.600936894110784	0.815459805369717
AT3G53460	CP29A	E	312.331147919414	89.1268594715443	0.285360137998597	4.99999062555788	71.3400344996493	1.27905721697606	0.885790507588449
AT3G53650	AT3G53650	E	12.3599868957958	0.973438759943644	0.0787572647245084	2.27501329017073	19.6893161811271	0.899530955116318	0.869141808392363
AT3G53830	AT3G53830	E	1.96933595471935	-0.378520061822895	-0.19220695225505	4.99998621540965	-48.0517380637625	-4.68176663618504	0.837195168267382
AT3G56090	FER3	E	33.4917373890404	3.63791054417882	0.108621135473529	3.59093099643384	27.1552838683823	0.812472334161207	0.813437410446995
AT3G57400	AT3G57400	E	12.4654712006292	-0.551912662094531	-0.0442753148446304	1.95912344652094	-11.0688287111576	-1.20087566090282	0.807858918919463
AT3G57810	AT3G57810	E	9.13375862458476	-0.753151957337864	-0.0824580535017264	4.99999370268896	-20.6145133754316	-0.766825579966712	0.865415139292963
AT3G57880	AT3G57880	E	9.5656645665532	-0.546249182928645	-0.0571051994483093	0.784863171777136	-14.2762998620773	NA	0.963223625956742
AT3G58200	AT3G58200	E	1.67932002076501	-0.0769683696751406	-0.0458330566678278	2.37338371908796	-11.458264166957	-0.951154997356217	0.858557481845722
AT4G00850	GIF3	L	2.84608539036833	0.00854558488347825	0.00300257501493035	-3.55717978286743	0.750643753732587	-0.030769872350241	0.828732501278808
AT4G01630	EXPA17	L	2.12610147014496	0.0134911179163368	0.00634547226733114	-4.47725395742646	1.58636806683279	-0.0520447266548852	0.864545978682946
AT4G03080	BSL1	L	5.79749911546997	-3.18669964593609e-07	-5.49667983119263e-08	-15.5718395253501	-1.37416995779816e-05	1.27313673656334e-07	0.864359632513288
AT4G08520	AT4G08520	E	42.1354933772629	3.03001747685125	0.0719112850945351	1.73854577599218	17.9778212736338	1.02437099995455	0.93903234864661
AT4G11160	AT4G11160	L	14.0166484322348	-0.376811560926196	-0.0268831427675409	3.37777908265841	-6.72078569188524	-0.320072814231153	0.821612111788006
AT4G12400	HOP3	E	24.2159305816562	-2.02791498958291	-0.0837430130031458	0.541494842629739	-20.9357532507864	NA	0.920861395813919
AT4G12720	NUDT7	L	10.8098389062594	1.54633918768558	0.143049235154667	3.41770943947778	35.7623087886667	1.03307573524457	0.806026641926806
AT4G13395	DVL10	L	5.12586852769107	3.19711116471169e-05	6.23720867486202e-06	-12.3047474092949	0.0015593021687155	-1.82824700515872e-05	0.823844774382671
AT4G13930	SHM4	E	151.496014870524	22.1985873352084	0.146529183319973	3.71781521934013	36.6322958299933	0.989369979182134	0.805277167698128
AT4G14330	AT4G14330	L	0.828166035395853	0.175443387723634	0.211845668893889	4.99998784942762	52.9614172234722	1.04210562031813	0.868401110280746
AT4G15802	HSBP	E	107.403521399142	11.2024203127153	0.104302169675461	2.7306686676265	26.0755424188652	0.967105277931512	0.844015319356982
AT4G17670	AT4G17670	E	5.7148635561591	0.911202166456077	0.15944425575551	2.39604153100963	39.8610639388776	1.41338913284071	0.80929478051225
AT4G19430	AT4G19430	L	44.0749963361212	-5.48753924845411	-0.124504587739622	4.99998689097072	-31.1261469349054	-1.40554535608647	0.838528530438306
AT4G19720	AT4G19720	L	0.977357899768594	8.81579332365469e-08	9.02002564847737e-08	-17.781442951509	2.25500641211934e-05	-1.82959660988893e-07	0.869120680203745
AT4G22320	AT4G22320	L	4.67544304564806	0.417941525286053	0.0893907852593939	4.99999553148849	22.3476963148485	0.53301938277715	0.860768709766994
AT4G23040	PUX13	E	4.40300031643403	-0.169119763982991	-0.0384101185166301	4.99999891757429	-9.60252962915752	-0.307663212726412	0.872678939333444
AT4G24310	AT4G24310	L	5.26805090163866	1.9847103160643e-07	3.76744711302418e-08	-17.8108626995189	9.41861778256045e-06	-7.62916077886592e-08	0.842049163994086
AT4G25500	RS40	E	8.23898740731228	1.33082262915999	0.161527450324643	1.68482067611263	40.3818625811608	1.76417830858341	0.810292892673509
AT4G27900	AT4G27900	L	7.33019325468671	0.252389471198213	0.0344314893794707	-1.29440838271774	8.60787234486767	-1.57778583043498	0.885531099340049
AT4G28085	AT4G28085	L	4.72628045046991	0.891574082752552	0.188641806616429	-0.0380513524404194	47.1604516541072	NA	0.93622387026793
AT4G31180	AT4G31180	L	61.1169049553238	-0.691048608447121	-0.0113069961404668	-0.656719397175531	-2.8267490351167	0.516453772785616	0.824044127925962
AT4G36050	APE2	E	1.58115174882885	-0.1254007363789	-0.0793097414411893	2.47121057638247	-19.8274353602973	-2.33888482683644	0.906309320453962
AT4G36870	BLH2	E	6.71549771853391	-0.331595236684063	-0.0493776113971274	1.11239749602312	-12.3444028492819	NA	0.868020262198821
AT4G36980	AT4G36980	E	13.8942106110182	-0.501081080319935	-0.0360640193493665	1.67229002706278	-9.01600483734162	-1.11760335547296	0.81385833665404
AT4G37250	AT4G37250	E	2.75487503212365	-0.0753118203470224	-0.0273376539657288	1.07949495992743	-6.8344134914322	-1.44658887219165	0.866691724623188
AT4G37320	CYP81D5	E	8.2632468912481	-0.340489057334145	-0.0412052383058733	0.945729752906404	-10.3013095764683	NA	0.847474926595097
AT4G38620	MYB4	L	11.7654178941052	3.04136975289577	0.258500784270449	4.99999471699044	64.6251960676122	1.19692506099271	0.939072988661479
AT4G40065	AT4G40065	L	5.7593171307191	0.0707434574876542	0.0122833064896396	-1.3691207130688	3.07082662240989	-0.366414196076527	0.817378963352536
AT5G01230	AT5G01230	E	4.02538702982745	0.37920118546566	0.094202416477184	3.96193003057595	23.550604119296	0.673033987623514	0.817930426694889
AT5G01430	AT5G01430	E	9.15587818946053	0.619477982596142	0.0676590458913305	1.4791945005271	16.9147614728326	1.09997625974147	0.809583632442354
AT5G02240	AT5G02240	E	58.4995575978131	1.8288371069498	0.0312624091881708	1.01397276169272	7.8156022970427	0.824393263738684	0.904976574747457
AT5G02810	APRR7	E	5.56527460945743	-0.580522026681158	-0.104311479202597	3.11046208612217	-26.0778698006492	-2.62943077170591	0.808854723634813
AT5G05660	ATNFXL2	L	9.77373662179461	-0.648752550579844	-0.0663771263421587	4.99998694855638	-16.5942815855397	-0.581834880183915	0.813635269580936
AT5G06230	TBL9	L	2.69294539930195	0.102348710887578	0.0380062332173941	1.02469838758756	9.50155830434852	0.946546833188776	0.85079525325934
AT5G07060	MAC5C	L	3.76377577416365	-0.0584181843126888	-0.0155211648668603	-0.999064276428073	-3.88029121671508	0.473415528642385	0.932936969104519
AT5G09590	HSP70-10	E	25.683112857641	-0.994218817310118	-0.0387109935941557	0.558440496874247	-9.67774839853893	NA	0.863930730841574
AT5G10400	HTR2	E	110.8634178711	16.8858040161242	0.152311775519651	3.47526468213486	38.0779438799128	1.06742168619111	0.943129051829989
AT5G10650	AT5G10650	E	9.38163340526809	-0.350812896384459	-0.0373935839560162	0.698971592789873	-9.34839598900406	NA	0.860791502144862
AT5G11000	AT5G11000	L	8.15944720578189	0.752931777605347	0.0922773024466424	4.99999810113821	23.0693256116606	0.54733797024273	0.821553831870522
AT5G13560	AT5G13560	L	11.6166252807737	-0.199238108238149	-0.0171511177663535	4.87629345178244	-4.28777944158839	-0.132785313006789	0.871799530113847
AT5G13900	VAS	L	1.89815626764522	8.12160366468418e-08	4.2786802135946e-08	-18.1212427157169	1.06967005339865e-05	-8.51601488048033e-08	0.879674197713772
AT5G14140	AT5G14140	L	2.89210174791543	0.241096093737079	0.0833636278221736	4.99999837281483	20.8409069555434	0.502654725851609	0.816648449909813
AT5G16760	ITPK1	L	9.80879117653747	0.928485955100406	0.0946585505175536	4.9999829466266	23.6646376293884	0.559045712215342	0.820408698030224
AT5G17550	PEX19-2	L	7.17433614937366	0.788334870535794	0.109882622464605	4.99999970846864	27.4706556161513	0.631721883857884	0.84114755949322
AT5G18400	AtDRE2	E	26.2564421589051	1.45607351207787	0.0554558573955166	4.99999630962771	13.8639643488792	0.353074247100195	0.836040777471475
AT5G20630	GER3	E	411.849765167652	169.007040342817	0.410360900106423	4.99999381537051	102.590225026606	1.60966374544576	0.882117484229116
AT5G20930	TOUSLED	E	3.34794745236942	-0.0739018492185579	-0.022073778119264	0.0589609127866779	-5.51844452981601	NA	0.803344517389604
AT5G24570	AT5G24570	E	78.9069396976316	15.1661891429073	0.192203489338499	4.99999891737732	48.0508723346248	0.971602523976621	0.888355413100492
AT5G26220	AtGGCT2;1	L	0.614429638886954	1.55921230429914e-07	2.53765802561814e-07	-16.9432990331123	6.34414506404536e-05	-5.40193991596415e-07	0.913444609538642
AT5G28626	SADHU1-3	E	1.93400996199966	0.199424397443248	0.103114462366602	2.27489110797343	25.7786155916506	1.09300584176136	0.914148402009568
AT5G28630	AT5G28630	L	8.82262600444059	0.532539888662912	0.0603607008157067	-1.45602462032095	15.0901752039267	NA	0.941366349994332
AT5G28919	AT5G28919	E	5.31439790588837	0.42053939347597	0.0791320862538371	2.95846578420586	19.7830215634593	0.738717620981266	0.821184229856043
AT5G39150	AT5G39150	L	0.43245217765965	0.00121093050990765	0.00280014894701415	-7.32172834625121	0.700037236753538	-0.013860106041553	0.885279012174765
AT5G39180	AT5G39180	L	0.397252897894446	3.32994280314121e-07	8.38242545439154e-07	-16.3302554127931	0.000209560636359789	-1.85136286710152e-06	0.828158222539074
AT5G39830	DEGP8	L	7.50575551188663	0.0061735061122445	0.000822502958225553	-4.24954094876764	0.205625739556388	-0.00699782131869788	0.840256860742628
AT5G40960	AT5G40960	E	1.50524366371613	0.387104109126888	0.257170396034892	1.6528451778026	64.2925990087229	2.28977951514849	0.821353260640771
AT5G41670	AT5G41670	E	89.2539618585234	12.7346748952429	0.14267909939313	3.80657486915808	35.6697748482826	0.953866379579716	0.946913298514856
AT5G42330	AT5G42330	L	3.10389775209874	0.184620630326496	0.0594802551732454	3.16083572922722	14.8700637933113	0.556255000553947	0.896172879392522
AT5G42900	COR27	E	1.03664492690251	0.2997333109943	0.289137874710776	3.69738660335461	72.2844686776939	1.56316553259422	0.830917739699264
AT5G43520	AT5G43520	L	13.6836148470138	0.00511381900548164	0.000373718426209404	-7.9456286241066	0.093429606552351	-0.00169740804733897	0.899349398267625
AT5G44060	AT5G44060	L	1.34564469983707	0.0265090673271298	0.0196999009696539	-1.75839398923082	4.92497524241347	-0.474098945204992	0.861751435311307
AT5G45600	TAF14B	E	8.23262545653962	0.371753805315109	0.0451561664353144	1.16818329293058	11.2890416088286	0.975539126510909	0.815125292005895
AT5G48680	AT5G48680	E	11.9497171993525	0.375858662834533	0.0314533521224167	1.84234930496335	7.86333803060417	0.512793614384444	0.883601006123545
AT5G49850	JAL46	L	1.03708779041705	1.17797975077008e-07	1.13585345585486e-07	-17.1484508388854	2.83963363963715e-05	-2.38897714255261e-07	0.934238130418125
AT5G51440	HSP23.5	L	32.9514929394178	-4.3172246437615	-0.131017573367581	4.99999106450538	-32.7543933418953	-1.53570411156409	0.814752227800595
AT5G51820	PGMP	L	23.9603686622582	-1.54972958324183e-07	-6.46788705585708e-09	-18.2907156036852	-1.61697176396427e-06	1.27539960109093e-08	0.925902144370395
AT5G52650	RPS10C	E	212.379622843424	41.4916622543054	0.19536555201859	4.99999765184633	48.8413880046474	0.983187510119744	0.806983623720868
AT5G52670	AT5G52670	L	2.104925070617	0.176309327222224	0.0837603816322753	-2.9657773693961	20.9400954080688	-1.76639443467161	0.91070433489155
AT5G55000	FIP2	L	4.09540963238484	0.0464143058104882	0.0113332511218079	-0.695354566855151	2.83331278045197	-0.755022921968285	0.809533053427514
AT5G55310	TOP1BETA	L	4.65911128682843	-0.127322639947219	-0.0273276666104043	2.88486485603313	-6.83191665260108	-0.389903400345742	0.81550846858152
AT5G55990	CBL2	E	7.3484037960607	0.821523514813547	0.111796185622508	2.28608663227427	27.9490464056271	1.15222990998843	0.817657446781382
AT5G56010	HSP90-3	E	193.057408174482	-12.2362952548593	-0.0633816405729451	1.04166796107454	-15.8454101432363	NA	0.861631986892055
AT5G56310	PCMP-E13	E	1.02380105047945	0.0476278803675091	0.0465206402603368	1.18644282276652	11.6301600650842	0.985685911276593	0.812570222092047
AT5G56340	ATCRT1	L	6.63360590088378	0.000763223300423046	0.000115054061369754	-6.89605144178836	0.0287635153424385	-0.000601875405389926	0.828147310209405
AT5G56590	AT5G56590	E	2.42080937693264	-0.104030290809327	-0.0429733508968565	0.880727965602981	-10.7433377242141	NA	0.870391248226139
AT5G57050	ABI2	E	1.55553476060855	-0.0496835791932934	-0.0319398707450653	1.57149424640373	-7.98496768626634	-1.02360137822993	0.811306116237591
AT5G57440	GPP2	L	11.8030612530494	0.0920813247349958	0.00780147817255511	-0.110072641880473	1.95036954313878	NA	0.838902810990642
