name	group	rhop0	etap	etap.hat	gammap	kappa	R2
AT1G68500	AT1G68500	L	9.773479623765	6.91067596424006	0.707084501146981	3.5	176.771125286745	0.964810616800116
AT1G68770	AT1G68770	L	35.1619913355082	3.8363423061587	0.109104807789557	3.5	27.2762019473893	0.678305847344927
AT1G69760	AT1G69760	L	17.1610338918427	4.30284257900843	0.250733295332151	3.5	62.6833238330377	0.886809233279674
AT1G69840	HIR2	L	17.8046757443698	3.34127259757588	0.187662648034039	3.5	46.9156620085099	0.72298652352432
AT1G71700	AT1G71700	L	5.13382257429333	1.43996487730409	0.280485906255203	3.5	70.1214765638008	0.839643668263205
AT1G71880	SUC1	L	84.8922466095683	11.9457744287129	0.14071690767772	3.5	35.17922691943	0.61118149656506
AT1G72416	AT1G72416	L	14.4862061560743	2.17298827222617	0.15000395885675	3.5	37.5009897141874	0.663816395357344
AT1G72450	TIFY11B	L	15.5444849362319	4.0444063319228	0.260182717440569	3.5	65.0456793601423	0.798341215917626
AT1G72510	AT1G72510	E	37.569961604284	4.36221727336658	0.11610917571098	3.5	29.0272939277449	0.605768389093565
AT1G73500	MKK9	L	7.32050562570642	1.20543598312	0.164665672667067	3.5	41.1664181667667	0.820231410246555
AT1G75240	ZHD5	L	8.04623263610076	1.40721184640269	0.174890773116477	3.5	43.7226932791192	0.729830535102095
AT1G75860	AT1G75860	L	15.2405628425009	3.51440260800123	0.230595329340511	3.5	57.6488323351277	0.91790162305434
AT1G76160	sks5	L	167.688358351619	18.1878324411071	0.108462105657745	3.5	27.1155264144362	0.888458521342238
AT1G76180	ERD14	L	328.604886145941	48.9203447785566	0.148872846512787	3.5	37.2182116281968	0.716836233678325
AT1G76680	OPR1	L	27.2465751974402	2.86213151344639	0.105045551329155	3.5	26.2613878322888	0.671814637474726
AT1G78070	AT1G78070	L	10.4201977321137	6.02966075039866	0.57865127950653	3.5	144.662819876633	0.828835117968762
AT1G78100	AUF1	L	23.2353469639703	2.95738204388009	0.127279444049875	3.5	31.8198610124688	0.845203561915114
AT1G78240	QUA2	L	16.8702524216898	3.53473733653955	0.209524863539979	3.5	52.3812158849949	0.706505236643884
AT1G79245	AT1G79245	L	13.6455270713194	1.58068100406548	0.115838765025633	3.5	28.9596912564082	0.849156789776698
AT1G80240	DGR1	L	10.3104644841587	1.22924697432451	0.119223239284046	3.5	29.8058098210114	0.688985988672551
AT1G80440	KFB20	E	8.69801163107975	2.02599094582825	0.232925757260312	3.5	58.231439315078	0.707374100367324
AT2G01450	MPK17	L	13.3514741450319	1.63798632226802	0.122682057761952	3.5	30.6705144404881	0.743651063249214
AT2G02800	APK2B	L	8.11769525039489	1.24374733271641	0.153214341552906	3.5	38.3035853882266	0.900755197022085
AT2G15320	AT2G15320	L	18.641021703604	4.16510457429071	0.223437569062292	3.5	55.8593922655731	0.865342122245223
AT2G17840	ERD7	L	14.5914205948166	3.08748570819718	0.211595964089609	3.5	52.8989910224022	0.678578503125782
AT2G18210	AT2G18210	L	8.01785545319994	1.05949330458224	0.132141731759381	3.5	33.0354329398453	0.73452330918116
AT2G22500	PUMP5	L	11.7430649478638	2.55208421190939	0.217326926423382	3.5	54.3317316058455	0.896952193982169
AT2G23120	AT2G23120	L	102.353556928325	22.257294676237	0.217455019094481	3.5	54.3637547736203	0.735742235422465
AT2G23130	AGP17	L	37.4850582935698	6.6849602161371	0.178336663205452	3.5	44.5841658013631	0.764799383938293
AT2G23340	ERF008	L	7.85689891885086	4.62942367422149	0.589217669978448	3.5	147.304417494612	0.740762133159323
AT2G23810	TET8	E	23.8221914581163	5.09272469359863	0.213780696983842	3.5	53.4451742459605	0.823270934226739
AT2G27500	AT2G27500	E	13.9750320079683	1.43876386111925	0.102952455514871	3.5	25.7381138787178	0.689881409926362
AT2G28120	AT2G28120	L	5.89245756052819	1.32282571151029	0.224494737199551	3.5	56.1236842998878	0.748142944893397
AT2G28510	DOF2.1	L	17.5681661124201	3.89597218994085	0.221763168961986	3.5	55.4407922404964	0.836440281480946
AT2G28930	APK1B	L	8.35694106986089	3.47567046890705	0.415902235022569	3.5	103.975558755642	0.944468949791854
AT2G30010	TBL45	L	11.8446160387559	1.69325973025215	0.142956067525681	3.5	35.7390168814202	0.679477682919348
AT2G30040	MAPKKK14	E	8.93722110752117	3.2099329547498	0.359164545235259	3.5	89.7911363088148	0.776684107344046
AT2G30990	AT2G30990	L	8.2957356401233	1.16675571610602	0.140645238315318	3.5	35.1613095788294	0.924940383861522
AT2G32150	AT2G32150	E	18.9192961347872	5.91501639782472	0.312644633060566	3.5	78.1611582651415	0.612420018660374
AT2G33570	GALS1	L	24.53350763088	3.40187904491843	0.138662562895676	3.5	34.665640723919	0.773747786692518
AT2G36220	AT2G36220	L	11.6558843122383	3.26118282269107	0.279788537302737	3.5	69.9471343256843	0.951923128037799
AT2G36870	XTH32	L	62.3067907363941	24.3545936870128	0.390881850905329	3.5	97.7204627263323	0.732020834397178
AT2G41100	CML12	L	18.1175440298856	10.8321258960423	0.597880478621951	3.5	149.470119655488	0.620429872681453
AT2G41180	SIB2	L	29.9524631715761	6.53362842400846	0.218133259578085	3.5	54.5333148945213	0.86804596292895
AT2G44130	KMD3	L	6.98188469075752	4.78676397563845	0.685597684243492	3.5	171.399421060873	0.706753075736151
AT2G44500	AT2G44500	E	8.44604755915967	1.17615593572387	0.139255187409919	3.5	34.8137968524797	0.688824912356145
AT2G45050	GATA2	L	13.9295984813647	2.44383290296051	0.175441733387356	3.5	43.860433346839	0.879784293371535
AT3G04640	AT3G04640	L	8.59439102187132	1.694554848635	0.197169856982611	3.5	49.2924642456527	0.714688331824303
AT3G06070	AT3G06070	L	7.43405380643641	2.15178592698076	0.28944987257393	3.5	72.3624681434826	0.809563626913306
AT3G06150	AT3G06150	L	6.10811563629578	2.201811305201	0.360473087987619	3.5	90.1182719969047	0.921980296809016
AT3G07360	PUB9	E	13.1139797603929	1.95441404508438	0.149032870325692	3.5	37.2582175814229	0.63313970947389
AT3G09940	MDHAR	L	12.9194213765443	2.99914061672195	0.232142023184335	3.5	58.0355057960839	0.86265317577942
AT3G10300	CML49	L	12.0005127810911	1.44411054930696	0.120337403546822	3.5	30.0843508867055	0.75212953249617
AT3G10720	PME25	L	10.733647168736	1.36595520861086	0.127259186662059	3.5	31.8147966655148	0.766081977229125
AT3G10760	AT3G10760	L	10.4934878355053	1.12598287159789	0.107303013950049	3.5	26.8257534875122	0.792846820692071
AT3G11700	FLA18	L	30.5964507723718	3.11845422969112	0.10192209066638	3.5	25.4805226665951	0.882333873918961
AT3G11820	SYP121	L	13.7132860763441	1.38602056087879	0.101071366349582	3.5	25.2678415873954	0.839036216552892
AT3G12080	emb2738	E	18.0523513657222	2.07472624606344	0.114928310668877	3.5	28.7320776672192	0.878707068971905
AT3G12320	T2E22.34	L	11.0540804081845	1.38920475004574	0.125673479724028	3.5	31.4183699310069	0.69777796863683
AT3G12700	NANA	L	11.7343140840978	2.07623283487762	0.176936872491875	3.5	44.2342181229689	0.775448235828683
AT3G12920	BRG3	L	8.79838901609964	1.64936673536336	0.187462356159211	3.5	46.8655890398026	0.897637405467048
AT3G13310	DJC66	L	11.40856947301	5.62319981897284	0.492892630603339	3.5	123.223157650835	0.714370380761705
AT3G13435	AT3G13435	E	21.3658934964865	2.35599985871322	0.110269194176254	3.5	27.5672985440634	0.658642747772957
AT3G15210	ERF4	E	27.6244711645337	11.4724131799153	0.415298925057592	3.5	103.824731264398	0.919962647962968
AT3G15530	AT3G15530	L	10.2290348214322	1.0646388199763	0.104080085615276	3.5	26.0200214038189	0.890057862102292
AT3G17120	AT3G17120	L	10.7802669522706	1.42311774972122	0.132011364470105	3.5	33.0028411175263	0.851039758662456
AT3G17130	AT3G17130	L	5.40851285030235	5.8927136471425	1.08952568113305	3.5	272.381420283261	0.752845036401046
AT3G17390	METK4	L	457.718737262001	54.8726859472786	0.119882979393673	3.5	29.9707448484183	0.654048095821746
AT3G17640	AT3G17640	L	5.26023742264647	1.92840021911057	0.366599463896513	3.5	91.6498659741283	0.88455356051208
AT3G17860	TIFY6B	L	9.23917668610778	1.01971496353583	0.110368596486427	3.5	27.5921491216067	0.790164682291872
AT3G19680	AT3G19680	E	12.5168426391122	2.35883711232284	0.188453045255361	3.5	47.1132613138402	0.74391539261637
AT3G22415	AT3G22415	L	8.89444215919477	1.45669817110239	0.163776226212962	3.5	40.9440565532405	0.750967549500172
AT3G23000	CIPK7	L	82.6825550327745	8.44223637884206	0.102104202942152	3.5	25.526050735538	0.693647332038057
AT3G23030	IAA2	L	16.836312870043	2.18694924876619	0.129894785494124	3.5	32.473696373531	0.665886815799752
AT3G23820	GAE6	L	167.374068778557	41.0259054628523	0.245115063296521	3.5	61.2787658241304	0.82496660870975
AT3G24518	AT3G24518	E	9.42333196042051	1.45043077061276	0.153919099603495	3.5	38.4797749008738	0.942765227171561
AT3G25717	RTFL16	L	26.9117061291472	4.73191285773146	0.175831024425705	3.5	43.9577561064262	0.946783396926669
AT3G25780	AOC3	L	6.86843913006492	2.14464459340459	0.312246283732344	3.5	78.0615709330861	0.716117387040168
AT3G28180	CSLC4	L	21.4638246723795	3.69616118142788	0.172204219790532	3.5	43.051054947633	0.950486156325192
AT3G45260	IDD9	L	5.56667102073614	1.13067681821914	0.20311543721684	3.5	50.7788593042101	0.938891452668948
AT3G45640	MPK3	E	36.5572878000499	4.26681574486778	0.116715872583467	3.5	29.1789681458669	0.689834687945239
AT3G46600	SCL30	E	10.2280167046785	1.5178753851442	0.148403686557325	3.5	37.1009216393312	0.806827453695463
AT3G49220	PME34	L	67.4797464881886	7.3660095904774	0.10915882133266	3.5	27.2897053331651	0.817043791986157
AT3G49940	LBD38	L	59.4080144093611	6.6051908731104	0.111183498367682	3.5	27.7958745919204	0.797257074411486
AT3G50970	XERO2	L	13.9939947852223	11.0307761819458	0.78825069976404	3.5	197.06267494101	0.611919892819025
AT3G52370	FLA15	L	14.2907125269407	2.94900506478021	0.206358154586119	3.5	51.5895386465297	0.64717141397948
AT3G52748	AT3G52748	L	14.8499361100829	2.52499630456496	0.170034152729487	3.5	42.5085381823717	0.695208297881104
AT3G54020	IPCS1	L	5.91052051998917	1.41357820564606	0.239163065395914	3.5	59.7907663489785	0.641430011417739
AT3G54810	GATA8	L	21.9103049682558	4.81531338439252	0.219773909645213	3.5	54.9434774113033	0.863414980614126
AT3G54820	PIP2-5	L	7.14974137802996	1.89877476192854	0.265572509764224	3.5	66.3931274410561	0.673686792053533
AT3G54950	PLP7	L	5.47302864972198	1.67017554994978	0.305164773810314	3.5	76.2911934525786	0.921311162706244
AT3G57400	AT3G57400	L	15.5141902460007	2.01247021498043	0.129718031239124	3.5	32.429507809781	0.952434373122567
AT3G57450	AT3G57450	L	28.8838715510887	5.00689584408901	0.1733457315524	3.5	43.3364328880999	0.77390348908362
AT3G57550	GK-2	L	13.610733238482	2.33690068578109	0.171695429249462	3.5	42.9238573123655	0.905580028216878
AT3G59050	PAO3	L	15.1152167217228	1.59819269077118	0.105734024208488	3.5	26.4335060521219	0.796195055289619
AT3G59060	PIF5	L	13.6530038950687	1.6058060340452	0.117615584554634	3.5	29.4038961386585	0.891690020216095
AT3G59940	SKIP20	L	20.9883640759051	3.89721154137396	0.185684388134281	3.5	46.4210970335703	0.82988573782534
AT3G60530	GATA4	L	61.4628202114499	19.8466132785727	0.322904370647078	3.5	80.7260926617694	0.903756582264792
AT3G61060	PP2A13	E	8.25136158025175	1.13832072595671	0.137955501632735	3.5	34.4888754081838	0.643411097749773
AT3G61460	BRH1	L	68.9059475678451	9.34308656767711	0.135591874104596	3.5	33.8979685261489	0.785860004558425
AT3G63120	CYCU3-1	L	24.4604699034649	3.61312573818896	0.147712850670835	3.5	36.9282126677087	0.826548305630761
AT4G01026	PYL7	L	9.37266635295113	1.45320233691561	0.155046843896033	3.5	38.7617109740082	0.790285681483922
AT4G01410	AT4G01410	L	20.9088504594176	2.43805878607362	0.116604152428451	3.5	29.1510381071128	0.816360951241313
AT4G01950	GPAT3	E	8.29116721207296	1.39425710936724	0.168161740525149	3.5	42.0404351312873	0.630183278814142
AT4G06746	RAP2-9	E	6.95023935215706	1.59305890373981	0.229209214679116	3.5	57.302303669779	0.775237425088753
AT4G12000	AT4G12000	L	6.19820607233811	1.20521053153994	0.194445056759029	3.5	48.6112641897573	0.908825205530129
AT4G12720	NUDT7	L	8.43317789158138	2.29778562026054	0.272469720169708	3.5	68.1174300424269	0.776783497290862
AT4G12730	FLA2	L	63.6437284871607	6.53869894757365	0.102739093120428	3.5	25.684773280107	0.784308462872571
AT4G13340	LRX3	L	22.6161198772778	2.49098490886738	0.110142010317608	3.5	27.5355025794019	0.612946400372449
AT4G15680	GRXS4	L	10.003832079985	1.16711880525102	0.116667172731349	3.5	29.1667931828373	0.619311158523095
AT4G15700	GRXS3	L	27.3627949051272	3.49660378766593	0.127786792240684	3.5	31.9466980601709	0.634505814704414
AT4G15760	MO1	E	17.2763921117859	2.176460117741	0.125978856213632	3.5	31.494714053408	0.732654141413847
AT4G16490	AT4G16490	L	19.5310732238339	2.30766973672057	0.11815375992265	3.5	29.5384399806624	0.947579228800444
AT4G16500	CYS4	L	81.8196701244047	10.727648119534	0.131113314233887	3.5	32.7783285584717	0.787433508034971
AT4G17085	AT4G17085	L	58.7523479099026	-9.57665044744323	-0.163000301913536	3.5	-40.750075478384	0.950563112839003
AT4G17230	SCL13	E	8.52571203450024	1.09021636431337	0.127873937086039	3.5	31.9684842715098	0.658250126014139
AT4G18010	IP5P2	E	8.53860796569813	1.17418809023695	0.137515165815549	3.5	34.3787914538873	0.647777493170262
AT4G18197	PUP7	E	10.4376891041791	1.66027702378425	0.159065575455729	3.5	39.7663938639323	0.614362291476126
AT4G18950	AT4G18950	L	9.88282408771627	1.19883858935838	0.121305264438376	3.5	30.3263161095941	0.731821692933802
AT4G20170	GALS3	L	8.99774844823778	1.05292003908064	0.117020390727511	3.5	29.2550976818778	0.974052076507544
AT4G20860	AT4G20860	L	9.70169616297082	1.13345828810377	0.116830940596751	3.5	29.2077351491877	0.656794099273197
AT4G21830	MSRB7	L	33.109276627976	7.22032058057103	0.218075455459215	3.5	54.5188638648038	0.7607650251963
AT4G21850	MSRB9	L	194.744237781412	21.8736782554871	0.112320028077231	3.5	28.0800070193077	0.726272779291657
AT4G21870	HSP15.4	L	82.5073714229926	14.8303809657624	0.179746133102837	3.5	44.9365332757092	0.694920078107679
AT4G22690	CYP706A1	L	83.2557550246619	9.4404239732762	0.113390647535174	3.5	28.3476618837934	0.869624626312163
AT4G23750	CRF2	L	4.59409215692931	1.79431998200771	0.390571177224062	3.5	97.6427943060154	0.864094891101921
AT4G24160	AT4G24160	L	9.32557903402052	1.78788046682718	0.191717904089905	3.5	47.9294760224763	0.893008553665037
AT4G27280	AT4G27280	L	10.1887803865675	1.83559223784055	0.180158190499475	3.5	45.0395476248689	0.65339690315039
AT4G27350	AT4G27350	L	8.52166157850739	1.01775265525601	0.119431245406753	3.5	29.8578113516882	0.650010787518941
AT4G30280	XTH18	L	21.1492335133662	8.41527652840534	0.397899835144708	3.5	99.474958786177	0.761776875370079
AT4G31800	WRKY18	E	11.8839112612343	7.62484744492857	0.641610937452981	3.5	160.402734363245	0.81213793997445
AT4G32030	AT4G32030	L	9.14292826381414	1.10945504372066	0.12134570147637	3.5	30.3364253690926	0.899368716533028
AT4G33666	AT4G33666	E	71.4849199503946	18.3960295879783	0.257341402924474	3.5	64.3353507311185	0.700998745816799
AT4G34150	AT4G34150	L	12.9320213943802	1.81858593482635	0.140626579508803	3.5	35.1566448772007	0.62291132815653
AT4G35320	AT4G35320	L	19.9455202643101	5.94329203885034	0.297976285406056	3.5	74.494071351514	0.890319720613491
AT4G35480	ATL45	L	9.33172924435561	2.77432378046735	0.297300072453927	3.5	74.3250181134817	0.766311439750574
AT4G36010	AT4G36010	L	4.30783988617804	1.55666073533798	0.361355290927273	3.5	90.3388227318183	0.906880606034605
AT4G36240	GATA7	L	8.10704306801242	1.2006346623417	0.148097728391131	3.5	37.0244320977827	0.741048478387606
AT4G36360	BGAL3	L	10.2082566143304	2.61414826184365	0.256081754270745	3.5	64.0204385676861	0.622488232172142
AT4G36410	UBC17	L	13.3700973516189	2.357976735975	0.176361972090613	3.5	44.0904930226533	0.835615443709762
AT4G36500	AT4G36500	L	39.2774506474955	7.12405799212909	0.18137781028778	3.5	45.344452571945	0.792944814729363
AT4G36900	RAP2-10	L	14.5567227393264	2.28028532203379	0.156648262309302	3.5	39.1620655773256	0.869741616778091
AT4G36920	AP2	L	10.3836556326609	1.15505794254812	0.11123808256073	3.5	27.8095206401826	0.61216118404126
AT4G37260	MYB73	E	11.3524981952353	1.89692373182217	0.167093066142773	3.5	41.7732665356932	0.854907743375552
AT4G37450	AGP18	L	72.110811038764	14.8965212444389	0.206578195832954	3.5	51.6445489582384	0.77761314272595
AT4G38400	EXLA2	L	6.82080214389276	5.87419115752617	0.861217058287761	3.5	215.30426457194	0.906301293533288
AT4G38620	MYB4	L	10.5079267249788	2.18730958558841	0.208158054660665	3.5	52.0395136651663	0.774476795265593
AT4G38690	AT4G38690	E	12.6848751578185	1.58287921643602	0.124784769005818	3.5	31.1961922514545	0.731966075855936
AT4G39030	EDS5	L	6.73155383259693	1.00425429885287	0.149186105292638	3.5	37.2965263231595	0.810920652262675
AT4G39350	CESA2	L	16.3346946243717	3.20768169880255	0.196372308914586	3.5	49.0930772286464	0.732984251314623
AT4G39840	AT4G39840	L	33.5848224057449	6.70075289468383	0.19951729426259	3.5	49.8793235656475	0.803340578051703
AT4G39980	DHS1	L	55.5627010170499	6.7963852924279	0.12231920277494	3.5	30.5798006937351	0.647771872716769
AT5G01040	LAC8	L	7.6954126859956	2.65176706859389	0.344590625194107	3.5	86.1476562985269	0.703838549317104
AT5G01790	AT5G01790	L	35.1246267670226	6.16038168781397	0.175386395666922	3.5	43.8465989167304	0.69372964722009
AT5G02230	AT5G02230	L	13.8181387966966	2.02021578549992	0.146200281761744	3.5	36.550070440436	0.773382895175166
AT5G02840	RVE4	E	27.8125400586376	3.09640068896349	0.111331100375417	3.5	27.8327750938543	0.684384500328246
AT5G03030	TIM14-3	L	17.0320584265677	7.26270723648791	0.426413945666078	3.5	106.603486416519	0.698081180041816
AT5G03040	iqd2	L	30.0281889330821	4.26313832133998	0.141971210146586	3.5	35.4928025366465	0.901871022023781
AT5G05440	PYL5	L	47.0916705643268	13.384130532696	0.284214392318348	3.5	71.0535980795871	0.944439112145624
AT5G05600	AT5G05600	L	9.68716724063819	2.16531394053228	0.223523955635727	3.5	55.8809889089317	0.649695108149812
AT5G06700	TBR	L	26.8022681237384	3.82137062165166	0.142576389580519	3.5	35.6440973951298	0.85459996917196
AT5G08130	BIM1	L	17.6961809181098	1.88445931697998	0.106489605056618	3.5	26.6224012641546	0.783113419444203
AT5G09440	EXL4	L	40.2234776020302	14.7978711552295	0.367891391729953	3.5	91.9728479324882	0.689334639898968
AT5G09870	CESA5	L	15.3788602734778	2.15445286249648	0.140091841930057	3.5	35.0229604825142	0.72494571792054
AT5G11420	AT5G11420	L	26.098978668691	3.51804218905502	0.13479616324126	3.5	33.699040810315	0.833520170449923
AT5G11790	NDL2	L	42.0793990475256	11.485830727352	0.272956149263909	3.5	68.2390373159772	0.909183909913648
AT5G11890	EMB3135	L	18.4337496690082	2.44194519074268	0.132471430641602	3.5	33.1178576604006	0.778554117101063
AT5G12010	AT5G12010	L	7.87540724983942	1.41136059112871	0.179211124752627	3.5	44.8027811881567	0.819461183514421
AT5G12050	AT5G12050	L	8.92337627273138	1.30402214165641	0.146135509901261	3.5	36.5338774753152	0.775129183481131
AT5G13190	AtGILP	L	24.7998940108758	4.44456240798165	0.17921699205781	3.5	44.8042480144524	0.777609988324667
AT5G14120	AT5G14120	E	50.025817025312	7.50189781031247	0.14996052551259	3.5	37.4901313781476	0.712520494687978
AT5G15740	AT5G15740	L	12.1799569759896	1.38634741814086	0.113822029164288	3.5	28.455507291072	0.700853667751161
AT5G19110	AT5G19110	L	6.59671026766545	2.02367159932177	0.306769816652556	3.5	76.6924541631391	0.667915073795449
AT5G19240	AT5G19240	L	18.7724249639002	6.86964805129915	0.365943561607498	3.5	91.4858904018744	0.76005145569435
AT5G20250	RFS6	E	42.3160409683864	6.29160471838517	0.148681317401255	3.5	37.1703293503138	0.650857885240264
AT5G21280	AT5G21280	L	5.28665743916478	1.89436223652682	0.358328917340652	3.5	89.582229335163	0.820924908251793
AT5G24570	AT5G24570	L	109.275843042914	23.342794472788	0.213613492449754	3.5	53.4033731124386	0.835913684833781
AT5G27930	PPC6-7	L	8.05494792980254	1.32271209255183	0.164211128871227	3.5	41.0527822178067	0.616613930940309
AT5G28300	AtGT2L	L	14.4330013112408	1.9807194891233	0.137235454110343	3.5	34.3088635275856	0.648848984169384
AT5G28770	BZIP63	E	16.8669730494726	2.32370393209024	0.137766505304454	3.5	34.4416263261134	0.674242710443677
AT5G35735	AT5G35735	L	18.0086547474512	2.20955719127441	0.12269418356122	3.5	30.6735458903049	0.832080606987968
AT5G39050	PMAT1	L	11.5254158602029	1.76899366272856	0.153486319642215	3.5	38.3715799105537	0.868534882022593
AT5G39080	AT5G39080	L	19.1846483499688	4.94949124114427	0.257992283770597	3.5	64.4980709426494	0.848546562878792
AT5G39580	PER62	L	7.01453849397017	3.44980642225827	0.491808039149516	3.5	122.952009787379	0.712159796537433
AT5G41080	GDPD2	L	11.4258801306326	1.68281967193943	0.147281404381954	3.5	36.8203510954886	0.737258448470737
AT5G43150	AT5G43150	L	61.5648542386242	6.38928175457611	0.103781318636951	3.5	25.9453296592378	0.669121971384621
AT5G43760	KCS19	L	30.686454403461	3.07637379323218	0.100251849001011	3.5	25.0629622502527	0.860292689411894
AT5G44580	AT5G44580	L	135.42276212134	22.4423691209997	0.165720804755784	3.5	41.4302011889461	0.665901301359205
AT5G44585	AT5G44585	L	14.0163954852228	1.62677883107018	0.116062566355613	3.5	29.0156415889032	0.659598432724456
AT5G45280	PAE11	L	18.6594080272289	2.82065751271266	0.151165434005012	3.5	37.791358501253	0.722324297708459
