name	group	rhop0	etap	etap.hat	gammap	kappa	logFCinf	R2
AT1G04550	IAA12	L	7.71040289433611	0.401952798653673	0.0521312315532744	2.27991339318489	13.0328078883186	0.652267206888286	0.809980907747847
AT1G06690	AT1G06690	E	4.65914634701171	0.454888878970523	0.0976335244893693	1.83597565776956	24.4083811223423	1.21998945678045	0.884373531484315
AT1G07280	AT1G07280	L	14.1130050482547	-0.612969857280758	-0.0434329793821311	1.01674115116966	-10.8582448455328	NA	0.869787219221356
AT1G08810	MYB60	L	8.63852801018496	0.00025478381650363	2.94938925015044e-05	-9.46943864673759	0.0073734731253761	-0.000112341266330485	0.802738312297942
AT1G09812	AT1G09812	E	3.03518524627067	0.266075690104475	0.0876637399418706	2.01115117201274	21.9159349854676	1.06331028242547	0.815149069248139
AT1G10140	AT1G10140	L	18.4854666680737	5.12469751851974e-07	2.77228463340372e-08	-16.9464436448399	6.9307115835093e-06	-5.90029604804118e-08	0.889490884493323
AT1G12450	AT1G12450	L	4.99309401690747	-0.00930057094553226	-0.00186268692598996	-3.63741635527232	-0.465671731497491	0.0183525382608484	0.844916202474778
AT1G13360	AT1G13360	L	34.7972858632976	-2.65077483823014	-0.0761776320326766	3.1470763764985	-19.0444080081691	-1.3406089286633	0.941121438547258
AT1G13940	AT1G13940	L	2.3997018576283	-0.145375766409917	-0.0605807617091217	3.70901575351371	-15.1451904272804	-0.757146287674337	0.800507538339474
AT1G14520	MIOX1	L	7.91967526157291	-0.599030169359618	-0.0756382237370483	3.76413614505294	-18.9095559342621	-1.00682884546451	0.811031032578592
AT1G14630	AT1G14630	L	5.28394568809397	1.33874856725052	0.253361530620394	4.99999465744438	63.3403826550985	1.18066283982483	0.870745281582967
AT1G14840	MAP70.4	E	4.89000960061607	0.173336551665112	0.0354470779859562	1.55023820325819	8.86176949648905	0.652270071032392	0.825115138869021
AT1G15215	SHH1	L	4.28780223233949	-0.0600647657225398	-0.0140082873387954	-0.310627474330807	-3.50207183469884	1.08910391296045	0.863007525683406
AT1G15440	PWP2	L	5.8324241296033	-0.242328888494239	-0.0415485710760067	3.70142570200788	-10.3871427690017	-0.475184986915071	0.809078686213919
AT1G15550	GA3OX1	L	9.06074945248274	0.832546764279734	0.091884978019297	0.670426989886866	22.9712445048243	2.14612090317912	0.981685409731827
AT1G15580	IAA5	L	1.54163890432339	8.0789977493613e-08	5.24052534397289e-08	-17.5317670732808	1.31013133599322e-05	-1.07811154674138e-07	0.806620280946063
AT1G16170	AT1G16170	L	34.7069319661796	2.70618257936352	0.0779723941603531	0.80007422310479	19.4930985400883	1.78090270867731	0.8483906914409
AT1G16510	SAUR41	L	3.36489000692048	0.180674447007207	0.0536940127717752	-1.64159867053672	13.4235031929438	-2.45568626413927	0.954386324205954
AT1G16780	VHP2%3B2	L	3.64729796857329	-0.0390557914212172	-0.0107081438801378	-0.317670968062768	-2.67703597003445	0.881826812768145	0.856958537293437
AT1G17730	CHMP1A	L	24.8647128481867	0.233426466732265	0.00938786094806191	-1.14146098557077	2.34696523701548	-0.33208179513425	0.899424833393764
AT1G17970	AT1G17970	L	4.92064064022331	0.234330408893163	0.0476219309692425	-0.0328118562156694	11.9054827423106	NA	0.905277049334527
AT1G18360	AT1G18360	L	3.18184986791452	9.68210396320679e-08	3.04291665701774e-08	-16.8208270562012	7.60729164254434e-06	-6.524650739836e-08	0.806100139185065
AT1G18400	BEE1	L	16.6685507930451	-0.118038834482887	-0.0070815295191792	-2.1899231656053	-1.7703823797948	0.112155928087043	0.84437126901729
AT1G20823	ATL80	L	5.24740208061925	-0.142886903357545	-0.0272300275759853	-0.285934725290549	-6.80750689399633	1.75736063604932	0.932029920130535
AT1G21270	WAK2	L	11.952517474678	-0.488853815201769	-0.0408996528335917	2.49248292446339	-10.2249132083979	-0.761775706399386	0.80038635109694
AT1G22370	UGT85A5	L	3.3254722945518	-0.0955607016808059	-0.0287359788976035	0.628622077797655	-7.18399472440089	NA	0.966993218389273
AT1G23090	SULTR3%3B3	L	15.9426990311268	0.0683498880008566	0.00428722187299711	-3.71296134833829	1.07180546824928	-0.0422586001434153	0.875559856297355
AT1G23980	ATL47	L	2.32491575180171	0.302080390608844	0.129931757903375	2.10921126330912	32.4829394758438	1.34485774219202	0.842713258570717
AT1G24440	AT1G24440	L	4.72531850472905	0.0758487797594602	0.0160515697901743	-1.47281312008032	4.01289244754357	-0.458910387634193	0.929031312129187
AT1G29170	SCAR3	L	2.02737158479259	-0.148626964546391	-0.0733101744452023	4.32933674451158	-18.3275436113006	-0.79419150646149	0.93863065800176
AT1G30040	GA2OX2	L	1.60580284746389	-0.0267361720453548	-0.0166497226528028	-1.01921039247872	-4.16243066320071	0.49405466194759	0.894921235028107
AT1G30110	NUDT25	L	21.7369899529257	1.68173688682823	0.077367514567116	1.13349206753677	19.341878641779	1.43637367144192	0.885492464439405
AT1G31040	AT1G31040	L	1.35356838865057	0.06688751192339	0.0494156870714696	-1.02270892378732	12.3539217678674	NA	0.920375281059156
AT1G31050	BHLH111	L	1.83934154939877	-0.0526037615604063	-0.0285992351869619	0.158262203455846	-7.14980879674047	NA	0.910846092985143
AT1G31355	AT1G31355	L	1.34439713167972	0.176180501993747	0.131047960340129	3.02786244056361	32.7619900850322	1.05798193414522	0.906565455062025
AT1G32090	AT1G32090	L	4.16011826402937	0.0644227407322492	0.0154857955095371	-2.75573643690779	3.87144887738427	-0.218408477899732	0.976115089096671
