source	name	group	rhop0	etap	etap.hat	gammap	kappa	logFCinf	R2
TINY	AT4G36010	L	4.4746	1.098	0.2454	2.1127	61.3454	1.9648	0.9198
TINY	AT4G36500	L	39.1701	9.6721	0.2469	5	61.7316	1.16	0.8175
TINY	AT1G02380	E	1.6209	0.4038	0.2491	0.6926	62.2865	3.321	0.8624
TINY	SKIP20	L	20.9359	5.2256	0.2496	5	62.3994	1.1686	0.8518
TINY	AFP2	L	5.8668	1.4688	0.2504	5	62.5899	1.1711	0.8926
TINY	LHT7	L	0.8164	0.2069	0.2534	1.3763	63.3561	2.4863	0.9455
TINY	IDD9	L	5.5031	1.4008	0.2546	4.5491	63.6385	1.2624	0.9426
TINY	AT1G10690	L	4.456	1.1488	0.2578	5	64.4534	1.1948	0.891
TINY	PUB45	L	3.2736	0.8645	0.2641	1.2815	66.0223	2.621	0.953
TINY	AT1G14480	E	1.0133	0.2693	0.2658	2.5538	66.4431	1.8487	0.8374
TINY	CML30	E	2.4372	0.649	0.2663	3.2363	66.5732	1.6121	0.8453
TINY	AT1G17620	L	38.7062	10.3688	0.2679	5	66.9714	1.2262	0.8349
TINY	MDHAR	L	12.8063	3.4485	0.2693	4.1631	67.3206	1.388	0.8642
TINY	RAP2-9	E	7.2451	1.9632	0.271	5	67.742	1.2356	0.8156
TINY	AT2G18690	L	3.6193	0.9889	0.2732	5	68.3081	1.2425	0.8717
TINY	IQD23	L	18.3863	5.0552	0.2749	3.0779	68.736	1.693	0.9563
TINY	AT1G61260	L	3.817	1.0576	0.2771	5	69.2704	1.2542	0.9653
TINY	CRF2	L	4.7406	1.37	0.289	2.3991	72.2508	2.0042	0.8713
TINY	AT2G02680	E	1.0416	0.3022	0.2902	1.8768	72.5388	2.2825	0.8422
TINY	PUB20	E	3.1781	0.926	0.2914	1.0715	72.8379	2.9631	0.8222
TINY	AT4G35985	L	1.4505	0.4228	0.2915	4.7827	72.8661	1.3354	0.8182
TINY	GATA8	L	21.7755	6.4274	0.2952	5	73.7914	1.3079	0.8899
TINY	LOX4	L	1.1599	0.3496	0.3014	3.752	75.3564	1.589	0.86
TINY	ZAT6	E	3.5655	1.0756	0.3017	1.74	75.4154	2.4153	0.8573
TINY	ERF061	E	0.9379	0.2865	0.3054	1.0225	76.3565	3.082	0.8931
TINY	XBAT34	L	3.6667	1.1404	0.311	5	77.7553	1.3534	0.8144
TINY	PCFS1	L	1.8757	0.584	0.3113	5	77.8345	1.3543	0.86
TINY	CYCU2-1	L	2.5398	0.7969	0.3138	2.3688	78.443	2.1082	0.9266
TINY	MAPKKK17	E	0.917	0.2879	0.3139	0.4829	78.4748	4.1087	0.8462
TINY	AT1G51090	L	1.9151	0.6063	0.3166	1.0073	79.1482	3.1469	0.8285
TINY	ERF010	E	11.0511	3.673	0.3324	0.8189	83.0918	3.4786	0.9447
TINY	AT1G69760	L	17.0406	5.7427	0.337	5	84.2496	1.4249	0.9149
TINY	HFR1	E	2.7617	0.9339	0.3382	3.2316	84.5402	1.8544	0.8897
TINY	TIFY11B	L	15.4786	5.4319	0.3509	5	87.7319	1.4619	0.8227
TINY	AT5G39080	L	18.9613	6.6964	0.3532	5	88.2899	1.4677	0.8974
TINY	CYP706A2	L	1.6724	0.6209	0.3713	3.4165	92.8221	1.8941	0.8602
TINY	AT2G36220	L	11.4143	4.3641	0.3823	4.9736	95.5838	1.5469	0.9584
TINY	PYL5	L	47.0325	18.0606	0.384	5	96.0009	1.546	0.9606
TINY	AT3G06070	L	7.3574	2.8437	0.3865	5	96.627	1.5522	0.8445
TINY	AT1G25400	E	2.1824	0.8455	0.3874	1.2767	96.8535	3.102	0.8032
TINY	AT4G29780	L	1.6395	0.6654	0.4059	5	101.4683	1.599	0.8627
TINY	EXLA2	L	7.9015	3.2804	0.4152	1.3468	103.7896	3.1221	0.9445
TINY	PUB23	L	2.8191	1.2041	0.4271	5	106.7784	1.6487	0.8329
TINY	GATA4	L	61.2885	26.3882	0.4306	5	107.6392	1.6566	0.9203
TINY	MAPKKK14	E	5.8487	2.5372	0.4338	1.3657	108.4513	3.1604	0.8909
TINY	LBD11	L	2.0771	0.9153	0.4407	4.7131	110.1651	1.7387	0.8549
TINY	ERF4	E	20.151	9.4219	0.4676	1.7945	116.8914	2.9095	0.982
TINY	MSRB8	E	2.7045	1.2982	0.48	1.1607	120.0041	3.5033	0.9527
TINY	AT3G06150	L	6.0459	2.9173	0.4825	5	120.6313	1.7709	0.9478
TINY	GA2OX6	L	1.4056	0.7027	0.4999	1.2968	124.9756	3.4111	0.8205
TINY	AT1G78070	L	10.4623	5.884	0.5624	3.3911	140.6016	2.3635	0.8289
TINY	APK1B	L	8.2531	4.6713	0.566	5	141.4999	1.9373	0.9707
TINY	AT2G25460	E	0.8067	0.494	0.6124	1.9411	153.1037	3.1518	0.9037
TINY	RGL3	L	0.767	0.5479	0.7143	3.5318	178.5652	2.5984	0.9481
TINY	ERF8	L	16.8758	13.1274	0.7779	5	194.4712	2.2897	0.9272
TINY	ERF043	L	2.2011	1.7477	0.794	4.5062	198.505	2.4343	0.9372
TINY	AT5G65300	L	3.5389	2.8843	0.815	4.006	203.756	2.6056	0.9143
TINY	AT1G68500	L	9.7646	9.2688	0.9492	5	237.3074	2.5226	0.9747
TINY	AT3G03030	L	1.1941	1.1548	0.967	5	241.7596	2.5448	0.9122
TINY	ACS11	L	0.2487	0.2788	1.1211	2.5082	280.2666	3.6057	0.9068
TINY	WRKY18	E	4.7206	6.04	1.2795	1.393	319.8776	4.5827	0.926
TINY	Y-1	L	0.152	0.576	3.8	5	1940.1373	5.3148	0.9351
TINY	SAUR34	L	0.11	0.496	4.51	1.752	1130	6.03	0.9679
TINY	RAS1	L	1.2783	8.2377	6.4443	3.5624	1611.076	5.5306	0.9022
