name	group	rhop0	etap	etap.hat	gammap	kappa	logFCinf	R2
AT1G01180	AT1G01180	L	7.67440874130691	-0.00242542867999041	-0.00031604111297014	-6.40667286976427	-0.079010278242535	0.00177810712323637	0.841703731515326
AT1G01190	CYP78A8	L	3.74662306942799	-0.278733294803966	-0.0743958732006955	4.49616888671122	-18.5989683001739	-0.770196967051482	0.80504839697861
AT1G01300	AT1G01300	L	56.4529610984815	0.553353106690019	0.00980202093783355	-2.54665544025063	2.45050523445839	-0.145963569573031	0.92812665979431
AT1G01340	CNGC10	L	1.6625693302954	0.0869067462457234	0.052272554691167	0.932048358374628	13.0681386727918	1.2642890361538	0.816844283268697
AT1G01420	UGT72B3	L	8.50478742252415	0.18553937169284	0.0218158741042082	-0.806853476541566	5.45396852605205	-1.6257350849393	0.910117299225715
AT1G01430	TBL25	E	52.5203311000784	1.8392351061984	0.03501948802824	0.860834518749598	8.75487200706001	1.01222645148628	0.842893279932014
AT1G01450	AT1G01450	E	1.85469970735031	0.143581987069576	0.0774152206422151	0.62969007001412	19.3538051605538	2.02628470485637	0.875274696709869
AT1G01470	LEA14	L	208.377247142461	9.76401274131863	0.0468573842644311	-0.894833153427146	11.7143460661078	NA	0.837788699814394
AT1G01540	AT1G01540	L	11.5556687863009	1.45974706218324	0.126323027180716	4.99997608938593	31.580756795179	0.706303466406138	0.823171848092225
AT1G01650	SPPL4	L	7.04784035722556	0.17711325845407	0.025130146183361	0.536827996602533	6.28253654584025	1.11789924738802	0.84886165981953
AT1G01725	AT1G01725	L	14.7580762431445	-3.20744616226473	-0.217334977094638	4.99998950738052	-54.3337442736595	NA	0.977946556067832
AT1G01740	BSK4	L	2.1335204998067	8.14563907046941e-08	3.81793335063218e-08	-16.7678179443639	9.54483337658044e-06	-8.2123292454727e-08	0.838568093601441
AT1G01930	AT1G01930	L	4.34699435640999	0.0225465299928078	0.00518669410268756	-3.20100126561666	1.29667352567189	-0.0596578777679694	0.808450136288062
AT1G02270	AT1G02270	L	5.52900768584591	0.195365081410507	0.0353345649908637	2.04387720646535	8.83364124771592	0.518233167490311	0.907702653742896
AT1G02340	HFR1	E	2.76168197461091	0.933892747874217	0.338160858657808	3.2315803213793	84.5402146644521	1.85442027671642	0.889703374043548
AT1G02380	AT1G02380	E	1.62088667394381	0.403837258771659	0.249145893580009	0.692583037013938	62.2864733950024	3.32096956825752	0.862361752475838
AT1G02400	GA2OX6	L	1.40558719303437	0.702656654638156	0.499902573188127	1.2967541061241	124.975643297032	3.41109733319844	0.820526018367854
AT1G02640	BXL2	L	4.7265682408579	0.298360847787148	0.0631242018697678	2.61136861005347	15.781050467442	0.681962885849072	0.812357952519172
AT1G02870	AT1G02870	L	10.3644958771127	5.89188445539821e-08	5.68468020563246e-09	-18.7773969937657	1.42117005140812e-06	-1.09190586714579e-08	0.814523240221419
AT1G02900	RALF1	L	60.0649675110002	0.326344110403945	0.00543318549775588	-2.08694035119442	1.35829637443897	-0.0970937215617517	0.825769231226087
AT1G03730	AT1G03730	L	7.09549149577236	1.3766607572462	0.194019083535854	4.99999691146575	48.5047708839634	0.978265944275724	0.901221545850682
AT1G03740	AT1G03740	L	4.64022517971759	0.235479439515413	0.0507474164281279	1.9683864948516	12.686854107032	0.71767588945205	0.95766449683518
AT1G03750	SWI2	L	1.24177098868744	-0.0121948027625054	-0.00982049256553774	-0.469376218752862	-2.45512314138444	0.606973562364601	0.869211397416881
AT1G03930	ADK1	L	10.2099207589991	0.0827134974927184	0.00810128691937343	-1.17986162831762	2.02532172984336	-0.271700795065557	0.916341839666502
AT1G04200	AT1G04200	L	4.31891700095834	0.011732607446119	0.00271656237976224	-4.21327467742431	0.679140594940561	-0.0234443613163385	0.943266078279021
AT1G04430	AT1G04430	L	31.6214714452314	0.848391229822577	0.0268295936604973	-1.04542410484806	6.70739841512433	-1.48034103856175	0.896955105924478
AT1G04680	AT1G04680	L	44.8337185973575	0.59829612010485	0.0133447801971999	-1.22605529524819	3.33619504929998	-0.458203768408732	0.911127808926795
AT1G04930	AT1G04930	L	2.91214144733759	1.74354191943483e-07	5.98714709077354e-08	-15.9653267450696	1.49678677269338e-05	-1.35256045216593e-07	0.903386515101002
AT1G05000	AtPFA-DSP1	L	10.383714464487	-0.169988304150178	-0.0163706643447823	0.394214718400298	-4.09266608619557	NA	0.897386027370495
AT1G05420	OFP12	L	2.04712094580891	0.057989428884527	0.0283273096312406	-1.71594266702273	7.08182740781015	-0.767849356871321	0.945134639938507
AT1G05460	SDE3	L	2.7730844622502	-0.0370086521471995	-0.0133456635205294	0.141274466654919	-3.33641588013236	NA	0.82662810525905
AT1G05690	BT3	L	1.0153178705843	0.059856879786936	0.058953832608589	0.613646260988939	14.7384581521472	1.76629156875608	0.832839611276398
AT1G05850	CTL1	L	320.200906517012	8.35787962275199	0.0261019861363445	4.99999102982848	6.52549653408613	0.176973963935128	0.830624168459583
AT1G06510	AT1G06510	E	18.2475253852771	0.752600813386452	0.0412439932262643	4.99999690384939	10.3109983065661	0.27049317365995	0.834803571869924
AT1G07280	AT1G07280	E	19.0040050827707	0.727070295929273	0.0382587929629867	4.99999523271357	9.56469824074668	0.252529678793877	0.808339955030863
AT1G07360	MAC5A	L	27.9451676336592	0.00444642144033534	0.000159112355260297	-6.09690926151138	0.0397780888150743	-0.000941565273120715	0.818877954199814
AT1G07380	AT1G07380	L	3.14974006587533	-0.0402626445828087	-0.0127828467558384	-0.673366674054961	-3.1957116889596	0.560311087368488	0.873718924263912
