"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"265725_at"	8.09895954940141	9.01798226307068	40.1472489877905	2.60587026987808e-15	1.08072547010762e-12	25.5030905636763
"253643_at"	7.22752235891262	8.96675446499752	40.0805071825718	2.66392599131894e-15	1.08507414039259e-12	25.4825227181453
"257846_at"	5.28522416952846	5.88983332590105	39.9348619456367	2.7954980556771e-15	1.11868966052622e-12	25.4374909898338
"262383_at"	4.87157716934401	8.96082409324563	39.7575596925767	2.96516415735509e-15	1.16612749015982e-12	25.3823953423235
"253696_at"	6.11489070769196	8.28693471866533	39.4851934087807	3.24771767354828e-15	1.25560068023112e-12	25.2971633648597
"248916_at"	4.69712774792619	6.07917740602781	39.310566751354	3.44400611694672e-15	1.27823177290457e-12	25.2421338007113
"255884_at"	6.13529878894249	7.54202380594271	39.2062779634006	3.56728150712469e-15	1.27823177290457e-12	25.2091254877714
"251054_at"	5.98027409721975	8.7069741531501	39.182213988807	3.596394410531e-15	1.27823177290457e-12	25.201493654667
"265737_at"	5.13330404055176	9.73123940294362	39.1708058058375	3.61028527179426e-15	1.27823177290457e-12	25.197873557384
"260068_at"	6.58945183621872	7.1286531022971	39.1511369530014	3.63437005215338e-15	1.27823177290457e-12	25.1916290941884
"252592_at"	4.54351704404715	11.630607276169	39.1445420246492	3.64248422791745e-15	1.27823177290457e-12	25.1895344723914
"253796_at"	6.46783995307903	8.07950858102628	39.0181068187524	3.80186884163125e-15	1.29859338947387e-12	25.1492930256025
"247707_at"	4.97179756304955	8.6128727788191	38.99334707918	3.83394953892243e-15	1.29859338947387e-12	25.1413937695949
"253999_at"	6.37394866137991	7.78670724064367	38.9647991476208	3.87129988970728e-15	1.29859338947387e-12	25.1322782806467
"254231_at"	6.29268347698594	8.36027146594983	38.8640391799141	4.00628464917078e-15	1.32439641808095e-12	25.1000393892047
"253066_at"	6.50747541532825	8.55990287629293	38.738366389951	4.18177228954036e-15	1.36266037034879e-12	25.0596852521821
"261476_at"	5.49406731994283	8.28497792628851	38.4856900770849	4.56010825926838e-15	1.44996528613995e-12	24.978061507559
"261063_at"	5.6432344514234	7.3238843129332	38.4750473265235	4.57683036396654e-15	1.44996528613995e-12	24.9746091083908
"253485_at"	6.54431772666335	10.0265424679769	38.3446301434127	4.78718124604261e-15	1.4958301948251e-12	24.9322079907223
"247104_at"	5.09873691947826	5.99140714139024	38.2239938978811	4.99102260564318e-15	1.52680024959889e-12	24.8928295878663
"264866_at"	6.81677334054099	7.2005238793291	38.1851409790748	5.05864288855475e-15	1.52680024959889e-12	24.8801147902382
"260804_at"	6.9263536018341	7.10457046836653	38.1689550528503	5.08710297981216e-15	1.52680024959889e-12	24.8748132105735
"256526_at"	7.01345523645044	8.98553319835499	38.1201645661687	5.17393814078708e-15	1.53269518170589e-12	24.8588156375352
"257363_at"	6.04552654797821	7.34419483001582	37.8663107977366	5.65218438802219e-15	1.65290161398444e-12	24.7751766292419
"252131_at"	8.17120817916543	9.24240803721799	37.7929110860627	5.7991600847262e-15	1.65513505526445e-12	24.750865811414
"245738_at"	6.00130303222754	6.87214155662973	37.7900629144255	5.80494539329925e-15	1.65513505526445e-12	24.7499213076072
"248719_at"	4.35210486522972	10.1521515359236	37.6223123737388	6.15686983465668e-15	1.72743556597839e-12	24.6941391992944
"253044_at"	6.23713777925974	7.82857964569651	37.5978923962423	6.20998318326295e-15	1.72743556597839e-12	24.6859936391928
"250149_at"	5.19048390019631	8.86002813365107	37.5318197534772	6.35617403764509e-15	1.74679915420102e-12	24.6639221409378
"251507_at"	4.33122686256886	8.34027071515244	37.2478841295677	7.02783638638281e-15	1.90839223777847e-12	24.5685349034642
"254242_at"	6.8161317019348	7.60639072730097	37.0688012239409	7.49040835356963e-15	1.99622359523229e-12	24.5079190760297
"260296_at"	4.54590758306132	8.23650898595264	37.0554004876457	7.52631430030589e-15	1.99622359523229e-12	24.5033689872209
"264008_at"	3.63486658579516	9.84184757702918	36.7096597939432	8.51965536405243e-15	2.23371653855214e-12	24.3852854851584
"267140_at"	4.16921902298115	6.24190736593019	36.6523729728737	8.69742988295475e-15	2.23595903100571e-12	24.3655905619249
"260401_at"	4.81309737826566	11.0287828341146	36.6438367153254	8.72425926170576e-15	2.23595903100571e-12	24.3626526705439
"258606_at"	6.98517882722358	7.00021800834659	36.4010368056694	9.52585145381333e-15	2.38671598734942e-12	24.2787432240337
"256763_at"	4.19201600912585	7.16363184350555	36.366942659467	9.644604003455e-15	2.38671598734942e-12	24.2669068248043
"267381_at"	4.98765892851941	9.67939247249822	36.3428551372198	9.72946091666919e-15	2.38671598734942e-12	24.258536382989
"263379_at"	5.69765777513032	9.99025939109154	36.3424144335997	9.73102090414275e-15	2.38671598734942e-12	24.2583831760276
"266749_at"	4.02521252598874	9.49405945514894	36.2474859118	1.00733911987721e-14	2.42837664909956e-12	24.2253300781285
"259211_at"	5.79711696312424	7.32756733839848	36.2365110321319	1.01138001606514e-14	2.42837664909956e-12	24.2215020563658
"257751_at"	4.56988238837367	9.50532047657599	36.0024555672948	1.10183748763484e-14	2.60309231975459e-12	24.1395320493041
"266658_at"	5.065712680373	9.66654326267728	35.9897992843598	1.10697042970712e-14	2.60309231975459e-12	24.1350814699739
"246821_at"	7.08721458628042	9.06028855238201	35.9314132276163	1.13098459721035e-14	2.63242435330286e-12	24.1145257963886
"248726_at"	6.13505768462119	7.01645278769058	35.6896939496347	1.23652568647574e-14	2.84900514227391e-12	24.0289989562256
"248799_at"	5.73221560950392	6.8880563529502	35.3817013219946	1.38658800069506e-14	3.1317837213439e-12	23.9190181179319
"262360_at"	3.93277017152491	9.38627008540786	35.3186019376546	1.41968202053451e-14	3.1317837213439e-12	23.8963455853684
"247393_at"	5.92891519803738	8.19027315427536	35.312639325212	1.42285285245671e-14	3.1317837213439e-12	23.8942006457769
"257053_at"	4.2161534732872	9.57925266888335	35.311189566427	1.42362496256242e-14	3.1317837213439e-12	23.8936790569114
"256989_at"	6.62588983790099	6.56205615119566	35.3031653181396	1.4279066506785e-14	3.1317837213439e-12	23.8907916629075
"260211_at"	6.21977626082177	8.53968969614689	35.0559280599471	1.56685060704278e-14	3.40379641396627e-12	23.8014441734594
"253284_at"	5.32187475823172	10.6164887220718	34.9069781482718	1.65751745808054e-14	3.53691036736194e-12	23.7472552482142
"247240_at"	5.348854875762	7.90765199737143	34.9043959073356	1.6591381381312e-14	3.53691036736194e-12	23.7463134029944
"262085_at"	7.96967024682563	8.98172210863378	34.8743955586814	1.67809239159495e-14	3.5441932826186e-12	23.7353650529333
"249094_at"	4.10671849250207	8.1330785724885	34.799247048259	1.72659995688006e-14	3.61318761618663e-12	23.7078913925936
"263478_at"	4.3635537321625	10.3580144467609	34.6504486728015	1.82714943023495e-14	3.78884350033266e-12	23.6532847979874
"250983_at"	4.68228052390926	6.49643903374586	34.6266874865869	1.84378009421151e-14	3.78888504044725e-12	23.6445392251791
"261033_at"	6.59104197120727	8.3706465713555	34.5053911743019	1.93124834670064e-14	3.93319417752157e-12	23.5997843121244
"264000_at"	4.84764069458514	10.7518657377524	34.4811252470756	1.9492760584764e-14	3.93477760122537e-12	23.5908086337038
"262072_at"	6.30991926976171	9.63100931781131	34.2686663533927	2.1150602083053e-14	4.19787975810675e-12	23.5119039687231
"252193_at"	5.18059022340192	9.81586924200906	34.2669944460775	2.11642337651152e-14	4.19787975810675e-12	23.5112807647457
"248794_at"	5.89596397727868	9.15042734779693	34.2269001893926	2.14939801296252e-14	4.22653178238579e-12	23.4963249151191
"246631_at"	3.89549582689312	10.0783343795766	34.0379042076464	2.31244103327754e-14	4.50827179222742e-12	23.42554828073
"255599_at"	5.3064505259694	8.08893358544595	33.9770442940371	2.36773273682866e-14	4.5769477734798e-12	23.402658904868
"249903_at"	4.21706805057849	7.83338935289085	33.9461655395723	2.39632788053253e-14	4.59329739117201e-12	23.391027057319
"258551_at"	4.73809517151496	7.96483223821187	33.763371117671	2.57338391396889e-14	4.89157392313587e-12	23.3219149586374
"246289_at"	3.6774989799348	10.7094279692708	33.7111866734963	2.62647162266662e-14	4.95122460438229e-12	23.30210444171
"261220_at"	4.05276675858711	8.72947286983534	33.68510684551	2.65344265641737e-14	4.96106778630166e-12	23.292190461367
"251169_at"	-3.90093703165797	5.77520358772544	-33.6076838490023	2.73527881249005e-14	5.07249672462586e-12	23.2627060358835
"261899_at"	5.91648797387448	7.42181773046589	33.5373087718611	2.81202020870618e-14	5.17275652907968e-12	23.2358367844275
"257022_at"	5.19348718327381	7.6160110563903	33.3465705064716	3.03188142783897e-14	5.53257722952056e-12	23.1626811579595
"247708_at"	4.99033466857749	10.1143451179897	33.3066572633723	3.08018452493239e-14	5.57611182648474e-12	23.1473112218757
"265841_at"	7.34035723030606	8.47521462408875	33.1852726884638	3.23223348756602e-14	5.80529494892764e-12	23.1004360747406
"253664_at"	3.71893339865016	10.724403315478	33.1329836748591	3.30019890779855e-14	5.88105758491289e-12	23.0801821626677
"258682_at"	5.53874521301553	9.2571573465317	33.0173700585264	3.45598485776966e-14	6.01717576434464e-12	23.0352677292307
"251774_at"	5.82365068503619	7.19620928770472	33.0142859352107	3.46024729546857e-14	6.01717576434464e-12	23.0340670885377
"266396_at"	4.80506228899051	7.63019727462649	32.997333440189	3.48377767164311e-14	6.01717576434464e-12	23.0274652057465
"248230_at"	3.86483252265253	8.6591709845752	32.9885279118404	3.49606767664866e-14	6.01717576434464e-12	23.0240344789216
"252278_at"	4.8213058968062	10.1814666349991	32.9644581643754	3.52990041742197e-14	6.01717576434464e-12	23.0146512309447
"245457_s_at"	4.11774374428772	6.24580305642782	32.9609506276981	3.53485994047428e-14	6.01717576434464e-12	23.0132832047538
"251259_at"	3.95605183952948	7.59948401638709	32.905553669147	3.61418971880921e-14	6.10664203600282e-12	22.9916546175907
"251910_at"	4.77614447852357	8.41135927127068	32.8358259872906	3.71677017405529e-14	6.23378879927949e-12	22.9643708615066
"247215_at"	6.25774756026576	7.10946283726112	32.8171433516407	3.74478340623621e-14	6.23492770045606e-12	22.9570491334838
"250335_at"	4.07462980275478	9.3410291413415	32.7811792350832	3.79934944171819e-14	6.27993918591246e-12	22.9429411987714
"256627_at"	4.76790363065795	8.04048565155641	32.7190490260066	3.89563793895862e-14	6.36343824618036e-12	22.9185266396074
"248123_at"	4.19835979483117	5.68985036517019	32.7000804212324	3.92555494900688e-14	6.36343824618036e-12	22.9110620907553
"265327_at"	4.85059923339418	7.89918285600357	32.6950318894635	3.93355893341267e-14	6.36343824618036e-12	22.9090745427392
"252906_at"	4.49244191960608	10.2938205612761	32.6452818790229	4.01337710153056e-14	6.41990710552929e-12	22.8894695520919
"264646_at"	6.07659762593021	7.2808783026609	32.6237566819698	4.0484494055798e-14	6.41990710552929e-12	22.8809764125548
"254158_at"	4.83057689953327	8.99131583960629	32.62087444528	4.05317054228587e-14	6.41990710552929e-12	22.8798386846578
"245041_at"	6.34380027276138	9.57938437437073	32.5950361246441	4.09575908945021e-14	6.41990710552929e-12	22.8696341324544
"255753_at"	5.7714790273556	8.24637645150078	32.586946928469	4.10919086982585e-14	6.41990710552929e-12	22.8664374755649
"248392_at"	4.67829465829195	9.2911649296019	32.5696341182649	4.13809733511592e-14	6.42108844993157e-12	22.8595927866573
"261450_s_at"	6.89111622060995	6.5913167404379	32.5336813765701	4.19882619727235e-14	6.46177111300842e-12	22.84536529731
"259507_at"	6.28171449744604	9.40200906875542	32.5207089103656	4.2209728006938e-14	6.46177111300842e-12	22.8402272793348
"256522_at"	5.27233519566826	8.02457542713087	32.3803365710915	4.46880510819961e-14	6.79556296786888e-12	22.7844781960645
"250990_at"	3.69052804359914	9.63528915652854	32.3545359820707	4.51603403773852e-14	6.79854276125949e-12	22.7742011433192
"255568_at"	4.85025464157838	8.0799304740406	32.3467591047748	4.53037483433337e-14	6.79854276125949e-12	22.7711015565368
"260477_at"	4.88220540370553	8.93742607904145	32.2426190647399	4.72719795336203e-14	7.04754152393386e-12	22.7295121565319
"248327_at"	7.6692788083162	8.67196294926215	32.0981938270937	5.01550662027658e-14	7.42881207847459e-12	22.67157791675
"260411_at"	4.95866714149795	8.97433061507586	31.8647366204152	5.52224053170791e-14	8.12660042117789e-12	22.5772935063279
"262384_at"	4.32631933295295	6.71782857042334	31.8358473439031	5.58867313746822e-14	8.17164322215705e-12	22.5655711552226
"258436_at"	5.87155904816271	8.55400016601127	31.8170333727458	5.63239816147039e-14	8.18312115051845e-12	22.5579304855447
"249746_at"	4.2026596925032	8.96724908915397	31.6520085239571	6.03205531026338e-14	8.70830263462706e-12	22.4906885501571
"252557_at"	4.93887504079364	6.70333229924784	31.6182274466936	6.11756218200305e-14	8.77620084097418e-12	22.4768744492382
"250435_at"	4.9682260595807	8.56071386886527	31.5710125353594	6.23926110179689e-14	8.86873574612574e-12	22.4575385415284
"258577_at"	5.5512241466467	7.60029001091134	31.5631315983857	6.25982663360914e-14	8.86873574612574e-12	22.4543078443759
"266070_at"	6.08208672507513	6.35623264618941	31.5470182990632	6.30210170276497e-14	8.87351480494253e-12	22.4476995167178
"262671_at"	4.34713795268829	6.60447296038711	31.4736722595201	6.49844555459868e-14	9.09383700002429e-12	22.4175702959013
"267604_at"	3.92056741281123	7.47437615639678	31.446933621026	6.57164918478114e-14	9.14020231127182e-12	22.4065665967603
"262772_at"	4.39730063471853	8.91745715284024	31.3869825230874	6.73901902658858e-14	9.31618327251427e-12	22.3818561718114
"252862_at"	4.65788391253118	6.75982154345537	31.2970096834763	6.9988517659124e-14	9.61709691448565e-12	22.3446702679535
"253997_at"	4.66143583629863	6.41035905224784	31.2543442710633	7.12580789879333e-14	9.72122526055194e-12	22.3269939650284
"249188_at"	5.29912651145984	7.5759913396591	31.2430367735856	7.15986779383045e-14	9.72122526055194e-12	22.3223046529176
"253257_at"	4.30665425342056	8.6025000246575	31.2118792823071	7.25462674900716e-14	9.79159977188481e-12	22.3093733745749
"250829_at"	4.19968841990156	9.47514312941378	31.1523281603396	7.43950720755393e-14	9.98206820025324e-12	22.2846169497664
"249237_at"	4.21208244575589	10.7553194051352	31.0524756850587	7.76095797369536e-14	1.03139967261702e-11	22.2429854421201
"258786_at"	4.51330650200314	10.2277341763778	31.0475115450203	7.77732326567852e-14	1.03139967261702e-11	22.2409117703673
"247253_at"	4.32164288871208	6.34519988948495	31.0104063849675	7.90082809499316e-14	1.04172190084852e-11	22.2253998708469
"260015_at"	4.80651818814909	6.46753580573659	30.9887643793323	7.9738349249631e-14	1.04530560137016e-11	22.2163426345146
"249918_at"	4.47028328794348	10.4263252125939	30.8735998256248	8.37471147866839e-14	1.09158382187672e-11	22.1680247935038
"258377_at"	6.19238280532117	7.27828420920314	30.8486270683001	8.46446304473923e-14	1.09701364801421e-11	22.1575203524603
"253573_at"	3.42209327434423	6.16480706443012	30.7996680811072	8.6434325966779e-14	1.11387964706341e-11	22.1368984084072
"254660_at"	6.06601117210055	6.64689241659396	30.7651918897758	8.77189675128844e-14	1.11953576905351e-11	22.122354417848
"254694_at"	3.64783227564834	9.70464377942942	30.7615770510754	8.78548455329144e-14	1.11953576905351e-11	22.1208284057672
"245369_at"	5.73351947325392	7.74638010726066	30.6710975139371	9.13305824453469e-14	1.15736143643242e-11	22.0825659168704
"264223_s_at"	5.13232252696743	7.10186544310609	30.5793352488493	9.50068985958396e-14	1.19729688230448e-11	22.0436301639778
"249770_at"	7.77396736676061	7.58683302842985	30.5465612786343	9.63581926212942e-14	1.20057705160146e-11	22.0296917379978
"246405_at"	5.4562669409556	6.90751048783096	30.5435828258644	9.64820155055527e-14	1.20057705160146e-11	22.0284241945712
"255419_at"	3.72585940050276	6.83823103359784	30.5348464662202	9.6846197937163e-14	1.20057705160146e-11	22.0247054455974
"258764_at"	3.24447469212754	9.63520340221698	30.5185379920501	9.75299864189748e-14	1.20251837309017e-11	22.0177603027237
"249618_at"	4.46294148896542	6.56935955968123	30.4228197304699	1.01649263626306e-13	1.24656973296561e-11	21.9769128501433
"267393_at"	4.88884490108789	8.6391138679838	30.3965140491503	1.02813794025746e-13	1.24874648764405e-11	21.9656615386125
"259428_at"	5.79424537110948	6.6868464853794	30.3918675904931	1.03020973610381e-13	1.24874648764405e-11	21.9636730395081
"250098_at"	4.90492180187952	7.6482226669415	30.3755093102867	1.03753943406669e-13	1.24874648764405e-11	21.9566696139975
"253323_at"	4.23425819388054	8.15728126251164	30.3606764782199	1.04423404724241e-13	1.24874648764405e-11	21.9503155910278
"251400_at"	5.94266756390517	9.52138696168803	30.357573454183	1.04564041709782e-13	1.24874648764405e-11	21.9489858879204
"262228_at"	5.07403692652764	7.35036236481815	30.3350328876235	1.05591763616846e-13	1.25445215005222e-11	21.9393222301029
"259937_s_at"	4.24284947402955	7.77892251324103	30.3036741878696	1.07039625494813e-13	1.26312471938061e-11	21.925864544332
"255074_at"	4.28178454399057	5.7207606226027	30.2953124924992	1.07429283454554e-13	1.26312471938061e-11	21.9222734416428
"255177_at"	5.99803469999988	7.55637567665605	30.250204955162	1.09557753241169e-13	1.28154479560568e-11	21.9028817691493
"259410_at"	5.73624899218194	6.65188656237513	30.1616552835667	1.1386898035503e-13	1.32517930709093e-11	21.8647193546753
"266017_at"	6.22927606964926	9.38720139157464	30.0292369915708	1.20659510439619e-13	1.3970778848364e-11	21.8074146126918
"247509_at"	3.4669229546342	8.62533299456571	29.9856239068624	1.22990217913975e-13	1.41687215687766e-11	21.788478508964
"254869_at"	5.56957311874019	7.24928879797262	29.9638721041973	1.24170675192217e-13	1.4232829653942e-11	21.7790226398689
"255504_at"	4.2776769935838	10.5848431737884	29.856651382982	1.30170003996604e-13	1.48458889558127e-11	21.7322989510869
"253181_at"	5.4081052676686	7.45901971650492	29.7788251010333	1.34719307806112e-13	1.52882955774001e-11	21.6982662639779
"252009_at"	3.9459798645882	10.3767998547019	29.6596030585339	1.42022716280235e-13	1.60373176156047e-11	21.6459375226953
"259792_at"	4.2832648375395	9.00045218288365	29.5296552238089	1.50470292001942e-13	1.69075239436665e-11	21.5886317399672
"267411_at"	2.99658014810406	6.76645342776413	29.50110910134	1.5239734482597e-13	1.70401148798058e-11	21.5760053227904
"258855_at"	3.38382556218056	8.64188879248348	29.4676266876229	1.54691463456541e-13	1.72122550314327e-11	21.5611780630496
"245247_at"	4.63252054416684	9.36555043389537	29.2690958082424	1.69079034562593e-13	1.87218096037511e-11	21.4728723164788
"248524_s_at"	3.35635974950585	9.5084524993226	29.2511292472311	1.70450246104516e-13	1.87824643171208e-11	21.4648478525225
"255502_at"	3.50104139867297	9.88470250242478	29.2084468988387	1.73755886810428e-13	1.90546720103166e-11	21.445762409791
"257918_at"	5.24355179663591	7.14343970181716	29.1289346733606	1.80098924972849e-13	1.95973414823161e-11	21.4101253249645
"259033_at"	6.42274025396745	9.11136295401597	29.1173235555159	1.81045812071057e-13	1.95973414823161e-11	21.4049121864705
"250575_at"	4.2094332883722	7.07096836910289	29.1144392855406	1.81281852379163e-13	1.95973414823161e-11	21.4036168527636
"266452_at"	3.05618826430196	7.30987647268575	29.0466231150704	1.86928049108429e-13	2.00476625408551e-11	21.3731191297618
"262901_at"	3.90960982953617	8.3041203391546	29.0380180540796	1.87657876953845e-13	2.00476625408551e-11	21.3692436607612
"250676_at"	4.88190789761715	10.6754909509052	29.0286216967985	1.88458313968033e-13	2.00476625408551e-11	21.3650103532252
"245731_at"	4.74645572185501	10.6798101872307	29.0196643446714	1.89224768055949e-13	2.00476625408551e-11	21.3609734076301
"251649_at"	3.15934222030931	10.309494576684	29.0124796523043	1.89841960053691e-13	2.00476625408551e-11	21.3577343701452
"253571_at"	4.89968491641487	7.88526245249861	28.9631536076164	1.9413806110087e-13	2.04068625516629e-11	21.3354728183919
"252136_at"	5.13568936643827	6.66979988818769	28.8270592770244	2.06541945098594e-13	2.16111090261418e-11	21.2738320038713
"264107_s_at"	3.69646283798118	9.81963438076132	28.792726436923	2.09803749045415e-13	2.17739695876301e-11	21.2582306002985
"253259_at"	5.34396141721302	6.79537125806827	28.7905998428237	2.10007597951715e-13	2.17739695876301e-11	21.2572635612282
"263584_at"	7.16090470123519	7.76244695096607	28.7775415577031	2.11263997682395e-13	2.18051212087575e-11	21.2513237470447
"265269_at"	3.2807131481247	8.29494062823066	28.6761971702306	2.2129363715791e-13	2.27374228088825e-11	21.2051232537551
"251105_at"	3.0681876163796	7.48209446825226	28.6197789475775	2.27097673205354e-13	2.32291386807808e-11	21.1793249162227
"253173_at"	3.43787469742509	7.24693735146011	28.5538949555702	2.34083148630246e-13	2.38367706261425e-11	21.1491266651715
"247426_at"	4.39402706824995	9.73118491506393	28.4835043405977	2.41802169989838e-13	2.43627791746503e-11	21.1167773093445
"252346_at"	6.9772797947572	7.39014092952513	28.4760710887476	2.42633115069227e-13	2.43627791746503e-11	21.1133560458125
"253377_at"	4.08648252478545	10.0100384760894	28.473008263051	2.42976392407479e-13	2.43627791746503e-11	21.111946047407
"253679_at"	5.06062450421047	7.37938325576603	28.4681587672661	2.4352098429725e-13	2.43627791746503e-11	21.1097131962709
