"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"260915_at"	4.84190814259775	7.75081881277672	27.6226142848591	3.61883304410881e-13	3.93074198743438e-11	20.7144190945729
"249078_at"	3.91660254438587	11.0982784286098	27.5896900825097	3.67595275521766e-13	3.97386172258364e-11	20.6987702177544
"245247_at"	4.3462399838767	9.36555043389537	27.4603238735512	3.90994142084707e-13	4.19028609892357e-11	20.6370826553052
"252346_at"	6.72698896992317	7.39014092952513	27.4545699406654	3.92071350007333e-13	4.19028609892357e-11	20.6343314983794
"253173_at"	3.3044794435758	7.24693735146011	27.4459563594261	3.9368987950886e-13	4.19028609892357e-11	20.630211857628
"253414_at"	5.2397408882322	10.8851314229525	27.4392055616761	3.94963398188763e-13	4.19028609892357e-11	20.6269821411074
"252000_at"	3.34527123610181	7.44852238136233	27.3935279074872	4.03697434294102e-13	4.25292701050245e-11	20.6051060517314
"253124_at"	3.09777547475572	7.89245435051348	27.3888850456805	4.04596738833420e-13	4.25292701050245e-11	20.6028802320221
"266010_at"	8.27398626347614	8.73977555237654	27.3610426832874	4.10035023718892e-13	4.29032059221465e-11	20.5895237054943
"253257_at"	3.7732513771257	8.6025000246575	27.3461159300418	4.12982850865401e-13	4.29816099139189e-11	20.5823568971066
"267411_at"	2.7768834906733	6.76645342776413	27.3382118185273	4.14553011006671e-13	4.29816099139189e-11	20.5785601410155
"265732_at"	6.8307904684181	8.10407133387242	27.32439999725	4.17312150976063e-13	4.30719011935022e-11	20.5719227083276
"247290_at"	3.81940867417695	6.0573252954406	27.2241393103208	4.37941751379967e-13	4.4951602603197e-11	20.5236305270327
"258551_at"	3.81898333104017	7.96483223821187	27.2138373820129	4.40122697750311e-13	4.4951602603197e-11	20.5186573784774
"253571_at"	4.60270868882233	7.88526245249861	27.2076594800742	4.4143616760702e-13	4.4951602603197e-11	20.5156740696882
"248524_s_at"	3.10948351896325	9.5084524993226	27.0995695019642	4.6511107694347e-13	4.7151927400358e-11	20.4633568646178
"263804_at"	3.93694046468489	8.62781449146054	27.0770706086942	4.70208354633477e-13	4.74577547309275e-11	20.4524382906938
"254869_at"	5.03045410221761	7.24928879797262	27.0634535414768	4.73322504587563e-13	4.75616137869706e-11	20.4458251818315
