"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"265025_at"	1.02626863241812	5.87928487174232	7.59021041789406	3.37140397232725e-06	0.000985919546266468	4.84349549426735
"245328_at"	1.46845180125176	6.73185219662362	7.51033446911477	3.78648714937661e-06	0.00109328825161115	4.73173691785267
"261375_at"	-0.741734866253042	4.96692321403808	-7.42195894388926	4.30956416733258e-06	0.0012287644832107	4.60702380894887
"259656_at"	1.21674788229744	6.23456178424019	7.38409489322772	4.55660989728511e-06	0.00128287553727468	4.55324775763877
"256725_at"	0.907647744785007	9.48351394589437	7.37592902085665	4.61182788498569e-06	0.00128287553727468	4.5416231648112
"254016_at"	1.58489598488069	6.18870772542193	7.36005731557481	4.72118921145443e-06	0.00129747380618404	4.51900133112053
"265918_at"	-1.08134038589791	8.4530758311871	-7.30844324899378	5.09621009111664e-06	0.00138386371640917	4.44518423933995
"248292_at"	1.06399001576677	5.97413770246038	7.29159145027366	5.2253780571339e-06	0.00140224557039087	4.4209996222677
"248276_at"	0.708553990532147	9.30951388321586	7.26430053905155	5.44196215457038e-06	0.00142877000140365	4.38174595871216
"261717_at"	0.970417816285602	7.8206254954978	7.26337209575582	5.44949540210951e-06	0.00142877000140365	4.38040863465393
"260141_at"	0.956914269380865	8.01464241934094	7.20515673320629	5.94459665973158e-06	0.00154086647509633	4.29630472482361
"247478_at"	-1.33448956033468	8.37138912475492	-7.16216906851803	6.34062316125457e-06	0.00162505184615974	4.23388261363625
"262819_at"	-0.79603019819386	5.89771589777996	-7.14913329073134	6.46615723849315e-06	0.00163881162900032	4.21489997707688
"264056_at"	0.938541686696149	9.3860101800752	7.13526353232704	6.60261279402025e-06	0.0016518355161971	4.19467553971726
"245993_at"	-1.06426505008445	9.00419157938773	-7.12677301745403	6.68764518612444e-06	0.0016518355161971	4.18228101198573
"265051_at"	-1.53886924009187	8.30262425471659	-7.12144989558607	6.74154608232762e-06	0.0016518355161971	4.17450487339218
"261247_at"	-1.69926011442265	5.98727856418809	-7.11502522409569	6.8072134380766e-06	0.0016518355161971	4.16511402191148
"247954_at"	1.24250613235127	7.12540074915441	7.04381226668855	7.58210103613584e-06	0.00180773155728879	4.0606162445652
"250155_at"	-1.2946112985279	6.11626729906926	-7.04155268914093	7.60816437964593e-06	0.00180773155728879	4.05728830896735
"250379_at"	0.986007827917936	6.73979117296616	7.02655965723184	7.78351953192662e-06	0.00183033072704378	4.03518727686457
"250216_at"	1.06388576281033	7.7279485981955	7.00783761295284	8.00850585797562e-06	0.0018503185675487	4.00754272238293
"265732_at"	1.75142473286004	8.10407133387242	7.00601638814831	8.03075572938718e-06	0.0018503185675487	4.00485077629095
"264645_at"	1.00943463829984	9.16509067283211	6.99737008558176	8.13728225276678e-06	0.00185361389018324	3.99206401152351
"266464_at"	1.30498635392116	7.72729962985342	6.99085591163623	8.21852573849722e-06	0.00185361389018324	3.98242308199829
"265511_at"	-1.32468656286982	8.6602975639632	-6.98527213474981	8.28884773339282e-06	0.00185361389018324	3.97415413279276
"254971_at"	1.08751421411113	7.57535943107517	6.96752606764411	8.51659387952052e-06	0.00188605346011518	3.94784352784859
"261618_at"	0.822309674180098	9.19288788894614	6.95011243357702	8.74650918709165e-06	0.00190151219637592	3.92198041262218
"256969_at"	1.9298565721535	8.10019586765805	6.94658483489864	8.79387832291898e-06	0.00190151219637592	3.91673566559507
"253514_at"	-1.14107684681074	4.9029278578391	-6.94342877762686	8.83648806733219e-06	0.00190151219637592	3.91204175192828
"253218_at"	0.710594546718477	8.98792838493049	6.90367352648548	9.39229816947902e-06	0.00198581226805105	3.85278821136296
"256652_at"	-0.834840068655029	7.15038951018657	-6.90297726335082	9.40235532439778e-06	0.00198581226805105	3.8517483669872
"250132_at"	1.1930378365533	6.65508707061214	6.87457268628287	9.82249683333234e-06	0.00205551516301202	3.80926562891791
"258727_at"	-1.32235386234812	9.52596194686988	-6.82650389553462	1.05792947752316e-05	0.0021852239764671	3.73709862789914
"260900_s_at"	1.09812697430033	6.08423074024376	6.82317555760763	1.06339264089368e-05	0.0021852239764671	3.73208894091988
"262728_at"	0.879474225551224	10.0044641178674	6.78457192557375	1.12897845581986e-05	0.00229928558725455	3.67386330664616
"263222_at"	0.801899395501908	7.07076328226494	6.77112834486447	1.15280971477442e-05	0.00232198756938535	3.6535341191733
"252183_at"	-0.946884967547058	7.50748207361779	-6.76686108026733	1.16048480013121e-05	0.00232198756938535	3.64707556855601
"248118_at"	0.876537991948997	6.52284390545497	6.72714260521818	1.23456409506883e-05	0.00244873104421913	3.58683040293665
"246396_at"	0.918551875548994	8.92405360220545	6.70555869001473	1.27689835896239e-05	0.00251086651447691	3.55399264845671
"258091_at"	1.49237818041394	6.09106314114107	6.67340664730293	1.34282397865094e-05	0.0026179329019682	3.50494689824999
"264901_at"	0.845923773021306	9.44071704830422	6.64388770732527	1.40651634341641e-05	0.00270654985749839	3.45978101459863
"251968_at"	-0.951679725324207	5.637417330694	-6.64140806377647	1.41200978975146e-05	0.00270654985749839	3.45598103506159
"255645_at"	-0.982546727173682	7.46291259041093	-6.63254888046011	1.43182217253866e-05	0.00272165531296724	3.44239704662762
"267157_at"	0.706282524703251	9.72015828230099	6.62177970255109	1.45630158522041e-05	0.00272566131804524	3.4258685178459
"264210_at"	-0.916042003540494	6.12814879852355	-6.62111430822437	1.45782849978746e-05	0.00272566131804524	3.42484669846836
"250346_at"	0.820775347206851	10.0300941971939	6.60755857293194	1.48930591348498e-05	0.00276187543793434	3.40401519008005
"253692_at"	0.894552197302832	9.46033261627816	6.5946171459813	1.52002616726251e-05	0.00279611265123048	3.38410189142876
"254234_at"	-1.76675310365073	8.60784340118334	-6.56259401845889	1.59895044538895e-05	0.00291776477274575	3.33471863281071
"251248_at"	1.5794228912637	10.0918865255855	6.53967286067427	1.65808818676198e-05	0.00300166599524132	3.29927670346392
"267158_at"	-0.859217142852168	7.69186779134533	-6.50100284647837	1.76314453328155e-05	0.00314310063491597	3.23930336737353
"247356_at"	-0.984241112769891	7.60076630009495	-6.50077848568427	1.76377413971611e-05	0.00314310063491597	3.23895474751489
"265769_at"	0.876283127687926	6.13666982940033	6.48639635500825	1.80463217478591e-05	0.0031909813881292	3.21659141447683
"245399_at"	-1.16096670510059	8.76647970990714	-6.47705933379206	1.83169066203304e-05	0.00321391261545951	3.20205619283278
"263942_at"	0.717274882932309	8.30623571451757	6.4600993725976	1.88193966595204e-05	0.00327687357102031	3.17562042061871
"247696_at"	-1.08125605192038	6.29623511133703	-6.44720629828031	1.92111017611605e-05	0.0033154355792779	3.15549468971962
"267305_at"	1.07982070894385	8.36063528546255	6.44329694289239	1.93315621238036e-05	0.0033154355792779	3.14938733029315
"264907_at"	1.06215692815756	7.86321877549538	6.41716898537689	2.01573621086975e-05	0.00343126440074171	3.10850980974783
"262291_at"	1.11487579222001	7.96158830512296	6.38205691995419	2.1326085962463e-05	0.0036033186726206	3.05341394107647
"247251_at"	0.735660147422815	11.1232214977863	6.3736926368846	2.16148857453655e-05	0.00362526135185138	3.04026167414277
"263153_s_at"	-1.26784282376521	8.59443526091326	-6.32437099985066	2.34037363988753e-05	0.00389663669531639	2.96249147025475
"267367_at"	0.855298551708585	8.77229114806076	6.31184837274172	2.3882291983319e-05	0.00394750058072106	2.94268722076015
"253254_at"	-0.780300181863334	4.30695880136311	-6.30051072112537	2.43244519289554e-05	0.00399166006114729	2.92473650735537
"257673_at"	-1.63196890795065	8.49544555736124	-6.28533486805103	2.49298297664725e-05	0.00406178154980884	2.90067837753468
"252765_at"	-0.895944279042521	3.94110107358535	-6.2766259086354	2.52843807472643e-05	0.00409033138188013	2.88685640465063
"248619_at"	-0.750302599080936	8.23249610688888	-6.26220246714554	2.588329598822e-05	0.00414592152378638	2.8639397319666
"263841_at"	1.07443639683238	9.07319193415258	6.25234838118665	2.63010459328257e-05	0.00414592152378638	2.84826496674864
"264434_at"	0.718469393286744	7.81851708674546	6.25203558105407	2.63144222707536e-05	0.00414592152378638	2.84776715895345
"251372_at"	-0.942959306283938	6.76231331009509	-6.24613849521895	2.65679447914069e-05	0.00414592152378638	2.8383794315562
"262244_at"	-0.823045218228673	5.51947974262796	-6.24158973414835	2.67652566419713e-05	0.00414592152378638	2.83113454143714
"252692_at"	-0.882874316755246	7.90825224637622	-6.24056844452938	2.68097687724463e-05	0.00414592152378638	2.82950748527174
"258044_at"	0.657554280083486	7.49713203392248	6.23849623945452	2.6900323784322e-05	0.00414592152378638	2.8262056896478
"254305_at"	1.22188411102151	8.2356580103405	6.22878919149774	2.73288254893413e-05	0.00418369469403943	2.81073008670611
"245901_at"	0.623141049491128	7.54629906503222	6.21698922553609	2.78594070836583e-05	0.00423648717052164	2.79189860998764
"251946_at"	0.747929543527176	7.13854061108191	6.18970514657959	2.91281579380239e-05	0.0044000879640154	2.74827544809193
"245731_at"	1.00588967153779	10.6798101872307	6.14997428531584	3.10854790570651e-05	0.00466486695586615	2.68455027583621
"257876_at"	-0.846428904348561	5.39072491695948	-6.12374133282847	3.24532805927453e-05	0.00482356488328865	2.64234379622505
"266663_at"	0.868220054327466	8.1088790398923	6.12163277732885	3.25659356434218e-05	0.00482356488328865	2.63894679978088
"247035_at"	0.637785677605854	5.98707771727077	6.09977699928637	3.37581505616975e-05	0.00496789299556335	2.60369637083068
"254034_at"	-0.725613550608628	8.30415261475261	-6.09437482263351	3.40598497386623e-05	0.00498016136242876	2.59497225726278
"250604_at"	0.97960702136693	8.58822159045405	6.08934976807534	3.4343032548912e-05	0.00498958326395339	2.58685320837852
"254562_at"	0.773131502480789	7.64675373772922	6.07635039413572	3.50871443905297e-05	0.00505612975046584	2.56583224071368
"263179_at"	1.09029226905025	7.50890523367262	6.07364039585171	3.52443941395909e-05	0.00505612975046584	2.5614467531731
"263461_at"	0.802314752942335	8.56312337097197	6.05952049236684	3.60757822130306e-05	0.0051430326205919	2.5385791008352
"249920_at"	1.04090637065279	8.29794851582305	6.05575254954445	3.63011070545943e-05	0.0051430326205919	2.53247170278614
"266065_at"	0.620439482693283	8.1854040878702	6.04223354864503	3.71217989160188e-05	0.00519710861058012	2.5105413283067
"247589_at"	0.694033863291735	9.28122784453157	6.04196205165098	3.71384788919141e-05	0.00519710861058012	2.51010062626199
"256455_at"	-0.774516151132205	5.65364019552322	-6.02327615968878	3.83056223962758e-05	0.00532775150523812	2.47974239689868
"250426_at"	0.698530793625134	6.36756706988688	6.01036916994972	3.91342682170125e-05	0.00541001610927306	2.45874216072924
"254371_at"	1.04868643905672	5.82998964538388	5.99382520015131	4.02240439233993e-05	0.00551426255122764	2.43178766169925
"267337_at"	0.908783954702206	7.75041774059518	5.99161770593896	4.03718477007898e-05	0.00551426255122764	2.42818795021204
"267592_at"	1.07236563159863	8.48185428385905	5.98474002699377	4.08360144868096e-05	0.00554446125264362	2.41696796442519
"254060_at"	1.13160021633248	6.66784734195297	5.97098868761059	4.17809654363948e-05	0.00563829524008691	2.39451317833264
"256293_at"	1.16766535223829	6.66126793015261	5.96754060391346	4.20214901716254e-05	0.00563829524008691	2.38887827995403
"260364_at"	-0.936146475716994	6.03006640074551	-5.95725558703442	4.27476090678508e-05	0.00567135739697388	2.37205975229028
"245521_at"	0.761227538462293	8.14648196209112	5.95700915933343	4.27651675703423e-05	0.00567135739697388	2.37165658714845
"250982_at"	-0.807775187775274	4.42399580159281	-5.94224137081015	4.38313544268223e-05	0.005779151413155	2.34747923594502
"250335_at"	0.737727350694186	9.3410291413415	5.93515820587656	4.43526060603668e-05	0.00581426979446533	2.33587126179873
"266423_at"	-0.723594380930902	6.27586670138008	-5.89365990921419	4.75401219236632e-05	0.00619651532045004	2.26771184108645
"250493_at"	0.676266441327007	7.09307319482093	5.87336812777933	4.91854450862024e-05	0.00637454546827431	2.23428920117104
"260843_at"	0.606384583836304	5.07079052606226	5.85577777646669	5.06600861032925e-05	0.00652856815828306	2.20526612709789
"264590_at"	0.851831422142768	7.35047041468628	5.84966888867587	5.11830015175755e-05	0.00655890036301066	2.19517596395948
"247882_at"	1.16892549403919	7.12355707232439	5.83604348220821	5.23698330471441e-05	0.00667349660226456	2.17265049454691
"263829_at"	1.39830466609784	5.71815997369203	5.82730545285198	5.31461202921178e-05	0.00673479446590671	2.15819019430897
"257008_at"	-0.803084610956576	11.1775552161175	-5.81839916013572	5.39497893952089e-05	0.00679886572433544	2.14343968711135
"250467_at"	1.39686302908075	6.35133358598825	5.8142035697339	5.43327910186383e-05	0.00680951078645681	2.13648688546112
"258252_at"	1.30147323984188	5.35129545182652	5.79355822582294	5.62594239652151e-05	0.00701244514014511	2.10223575136043
"263480_at"	-1.08871586766569	4.72050432798696	-5.74699647596399	6.08723705395279e-05	0.00754618897829691	2.02475523845736
"264280_at"	1.14594691016315	5.92133682168934	5.74263478866923	6.13243513662708e-05	0.007561126781971	2.01748068443638
"264661_at"	1.5264891558656	7.54896385478898	5.73322022858541	6.23119722767303e-05	0.00764159186899042	2.00176915114359
"254787_at"	-0.652332950565951	6.92636200218779	-5.71220304299356	6.45773922393419e-05	0.00785743924578786	1.96664699811645
"265584_at"	-0.761218457039442	5.88326090867761	-5.71053355660928	6.47610073743147e-05	0.00785743924578786	1.96385428095965
"249942_at"	1.38797702051428	7.66508925417702	5.70546416826425	6.53219148989027e-05	0.00788061829094339	1.95537167270877
"258204_at"	-0.788887950150081	5.3897429518606	-5.70258249373712	6.56430282893136e-05	0.00788061829094339	1.95054806691055
"265091_s_at"	2.00249547413147	8.07505964387084	5.69257260238911	6.67713739637795e-05	0.00797411015766392	1.93378304474665
"248163_at"	-0.801130431919211	9.80132484689837	-5.66846715822856	6.95728279461292e-05	0.0082653969033917	1.89334924533003
"256673_at"	0.709982083950403	6.77656315412521	5.65103551463833	7.16752330282566e-05	0.00844742452802669	1.86405634821069
"267393_at"	0.908664773270504	8.6391138679838	5.64964569453587	7.18456974325813e-05	0.00844742452802669	1.86171890164849
"259259_at"	0.728415215290103	8.53468560561765	5.64351198160438	7.26030991011917e-05	0.00846306058729384	1.85139960952086
"253911_at"	0.983579582984885	9.2778293674042	5.6425653723405	7.27207310438226e-05	0.00846306058729384	1.84980654983845
"248839_at"	-1.72916129635573	5.65663801499435	-5.63071311499333	7.42105860656682e-05	0.00858003852117281	1.82984906265921
"260041_at"	-1.65601442544722	5.14394528028553	-5.62861062715908	7.44781949667785e-05	0.00858003852117281	1.82630661469617
"264872_at"	-0.836695966576615	3.99210074552748	-5.58858383056829	7.97703403001625e-05	0.00912812867514359	1.75874203105956
"249231_at"	-0.623716143819518	8.1885958316632	-5.58408929205221	8.03887070423697e-05	0.00912812867514359	1.75114062206057
"245624_at"	1.43635764798547	7.53446367356525	5.58374427850406	8.04363815740404e-05	0.00912812867514359	1.75055699382383
"253540_at"	0.803444893377257	3.78866519427914	5.56203344653286	8.34967619095878e-05	0.0094285204908797	1.71379564806986
"266327_at"	0.953661410409939	6.89525178268716	5.53344397329979	8.77138266386791e-05	0.00985592308191266	1.66528200857889
"267288_at"	1.13653803943734	9.49856820480604	5.52240221847787	8.94016746370751e-05	0.00994804696239867	1.64651325296103
"258895_at"	-1.05849494269461	6.5294435061944	-5.51796488017694	9.00895100736598e-05	0.00994804696239867	1.63896566829523
"254834_at"	0.668950919182946	7.06317026151767	5.51690291645501	9.02549456605138e-05	0.00994804696239867	1.6371589211953
"259549_at"	1.11642953798783	4.85218213326924	5.51675381138121	9.02781990888437e-05	0.00994804696239867	1.63690523162493
"247835_at"	0.690190706436278	6.13510647480441	5.5107332220299	9.12223858657201e-05	0.0100037626038321	1.62665900873635
"260028_at"	0.600522557088165	10.0487192090304	5.50625039687126	9.193211786135e-05	0.0100333569780737	1.61902642563234
"258399_at"	-0.783766075192141	8.6893640451109	-5.50063627895516	9.28291155160528e-05	0.0100830101186722	1.60946355080692
"246562_at"	-0.799811930729763	6.08869509093229	-5.49514483122708	9.37153750059727e-05	0.0101310317719727	1.60010519675877
"259502_at"	1.33229958101926	9.31906145160674	5.48093424453787	9.60501418003749e-05	0.0103344515776724	1.57586763714264
"256960_at"	0.681931027216962	7.99435289605928	5.47085490073243	9.77429813209475e-05	0.0104672178588301	1.55865857313476
"252076_at"	1.08881165044916	7.48207301178699	5.45895639598336	9.97815897392146e-05	0.010635598420334	1.53832462041408
"250355_at"	0.50136211056536	8.8952714465946	5.43739022348726	0.000103590726460086	0.0109902533514166	1.5014169693019
"248185_at"	1.57993738751209	7.20265868265446	5.42773361204569	0.00010534532312144	0.0110913371952245	1.48486921813462
"264919_at"	0.836304019425414	4.6901878593803	5.42547149955157	0.000105760820727664	0.0110913371952245	1.48099087867864
"259417_at"	-0.905217310460947	4.03441342870608	-5.42416129462517	0.000106002258156902	0.0110913371952245	1.47874422596258
"267361_at"	-1.04086925837728	5.13371795062498	-5.41305031353706	0.000108073037090103	0.01125637431975	1.45968192863969
"259067_at"	0.555775673663032	6.69303762714263	5.39677049664839	0.000111183828905634	0.0115277415333523	1.43171982340416
"263847_at"	0.73960252072704	8.13384874623716	5.39349672678732	0.000111820612915477	0.0115413039846245	1.42609222903711
"256598_at"	1.06606644082971	6.81454241112129	5.38855748550097	0.000112788571981223	0.0115887717427554	1.41759879286285
"249955_at"	0.997963918883745	4.98074435098571	5.38547224674878	0.0001133976356987	0.0115991034542034	1.41229169657521
"264400_at"	2.05162718561288	9.32582775312755	5.38114060181919	0.000114258561349308	0.0116349901088291	1.40483828784284
"267127_at"	0.665188028204238	8.23808106355208	5.37263608162271	0.000115968784971688	0.0117566577120187	1.39019686259866
"253779_at"	1.2440527954326	7.27844499910733	5.35497435678229	0.000119606492267835	0.0120717880027846	1.35975737515216
"253696_at"	0.828627477918519	8.28693471866533	5.35062976486007	0.000120519468155554	0.012110348319948	1.35226278237931
"267423_at"	0.911884430273687	8.04599304022114	5.34180351523764	0.000122396712099503	0.0122270252411684	1.33702888580426
"254231_at"	0.864651432373796	8.36027146594983	5.34014578480587	0.000122752686550967	0.0122270252411684	1.33416644759683
"245628_at"	1.36673168045951	5.20397460228196	5.322731655312	0.000126558139599038	0.0125512659315393	1.30407353774018
"259737_at"	-1.03098669821487	6.28189659723336	-5.31932200803141	0.00012731755330378	0.012571919440949	1.29817638253452
"248509_at"	-0.818280927331825	4.68762618213395	-5.30536049675881	0.000130477115129894	0.0127196146629574	1.27401209939655
