name	group	rhop0	etap	etap.hat	gammap	kappa	logFCinf	R2
AT1G01140	CIPK9	L	15.4862517278854	-0.125991423211044	-0.00813569515883412	-0.24623725275292	-2.03392378970853	0.868688075075603	0.916658402264429
AT1G01180	AT1G01180	L	5.33431407186286	-0.140710855151262	-0.0263784346507596	1.62105876678079	-6.59460866268989	-0.75343074124323	0.751586404103249
AT1G01190	CYP78A8	L	1.77310685321758	-0.104237029399004	-0.0587877877804428	2.44779447354463	-14.6969469451107	-1.32342887710913	0.629731742668132
AT1G01420	UGT72B3	L	2.19852175573026	-0.00630349022504291	-0.0028671493509734	-1.06377569386754	-0.716787337743351	0.0940758250902689	0.661910169704566
AT1G01490	AT1G01490	L	89.288867651422	-3.05254940257171	-0.0341873458905165	3.35179193991695	-8.54683647262912	-0.424674209254267	0.648671979471324
AT1G01720	NAC002	L	15.8801427208456	0.146942801619595	0.00925324187588729	-0.759430027398852	2.31331046897182	-0.524108687084004	0.713865085356059
AT1G01920	AT1G01920	M	5.80527680745832	-0.166243640054987	-0.0286366431039785	3.07703536165034	-7.15916077599462	-0.382070094839595	0.824866534408601
AT1G02220	NAC003	L	4.37761509913392	0.24800955067868	0.0566540330893291	0.300491866918707	14.1635082723323	2.51436000960277	0.73588209238695
AT1G02430	ATARFD1B	E	0.801976826866287	0.211661197374634	0.263924330833469	4.21579777868129	65.9810827083673	1.35901015629057	0.751326910111157
AT1G02470	AT1G02470	L	6.98087193230276	-0.238007274561951	-0.03409420440169	1.32014648490375	-8.5235511004225	-1.49676085485843	0.792612644533167
AT1G02610	AT1G02610	L	1.78071288058657	-0.0215494236101647	-0.012101571143275	-0.125066355838828	-3.02539278581876	1.7735871215064	0.667326564059068
AT1G02660	AT1G02660	L	1.98637099687449	-0.0872300275494985	-0.0439142676200734	3.83945684468827	-10.9785669050184	-0.485884053960136	0.618705156048128
AT1G02816	AT1G02816	E	22.7057977007037	-0.481307852421454	-0.0211975751200557	1.4975934515676	-5.29939378001392	-0.630082735608895	0.803676917697469
AT1G02860	BAH1	L	6.74944479994465	0.2269996216908	0.0336323399063374	0.49822769894149	8.40808497658434	1.42631782440523	0.605797599142368
AT1G03055	D27	L	0.628301895762006	0.0158514909187229	0.0252290993002626	-0.469332497618039	6.30727482506566	NA	0.698504469069139
AT1G03330	LSM2	M	33.5557282806839	0.531385130873777	0.0158358992071009	0.54471268792918	3.95897480177523	0.788101455886258	0.621457280850097
AT1G03360	ATRRP4	L	14.7658578807109	-0.453818545818886	-0.0307343162507153	3.20881419589402	-7.68357906267882	-0.394889341577288	0.623804725743354
AT1G03440	AT1G03440	L	5.37735389526057	-0.276448809740429	-0.0514098225865481	4.99999297212154	-12.852455646637	-0.428661952239638	0.667965354880956
AT1G03457	BRN2	M	3.14978273024506	-0.0523824028664773	-0.0166304813228822	0.235022498688763	-4.15762033072054	NA	0.64458546951337
AT1G03530	ATNAF1	E	2.44877489695092	-0.103322652815828	-0.0421936099330648	0.385145490835507	-10.5484024832662	NA	0.614477690743721
AT1G03850	GRXS13	L	23.7873842194217	-1.95884538613134	-0.0823480786311931	3.20519508820826	-20.5870196577983	-1.48318447043479	0.760768762228351
AT1G04280	AT1G04280	M	10.2073173667272	0.287643321424976	0.0281801095322663	0.141154079373763	7.04502738306657	2.58280148775276	0.642162105424371
AT1G04550	IAA12	L	7.36456029506103	0.308946128261556	0.0419503834422739	1.55903261159995	10.4875958605685	0.742177806341145	0.727944427097706
AT1G05020	AP180	M	1.22204735091591	-0.025551680411217	-0.0209089119108734	0.682820588517432	-5.22722797771834	-2.09255315973995	0.687852991265844
AT1G05120	AT1G05120	M	3.55214113334125	-0.0582732968853048	-0.0164051186869625	1.33905897993995	-4.10127967174063	-0.527576143052308	0.666450971288969
AT1G05575	AT1G05575	E	8.51803919738517	1.31811977531052	0.154744506894868	3.95391901578168	38.686126723717	0.984352275593501	0.641470870402801
AT1G05860	AT1G05860	M	4.44657405639609	-0.106200483197099	-0.0238836645584114	0.896595897394501	-5.97091613960285	-1.58188126176112	0.619586702775186
AT1G06149	CPuORF8	L	3.39416249593608	0.1577916681103	0.0464891319432198	0.0922157049565114	11.6222829858049	3.76589178998246	0.879873070235406
AT1G06360	AT1G06360	E	27.9468407997271	8.55611533442031	0.306156799465644	4.99999775811175	76.5391998664109	1.33958476980529	0.670520509921855
AT1G06570	PDS1	L	17.6689086822178	-1.16138279534055	-0.0657303071869614	4.99999395393903	-16.4325767967403	-0.574867155821467	0.657073893915116
AT1G06690	AT1G06690	E	4.45605750010334	0.24780023685708	0.0556097484943436	0.329347752131246	13.9024371235859	2.38438224579956	0.610425960506733
AT1G06740	MUG3	M	1.24764966743563	-0.0582994325061801	-0.0467274059600453	2.92039463090677	-11.6818514900113	-0.736988068886584	0.64867435949923
AT1G07210	AT1G07210	E	27.9670892825441	-0.446809807359731	-0.0159762713540094	1.12522064441489	-3.99406783850234	-0.632536414384782	0.674496162423668
AT1G07250	UGT71C4	L	11.4258992195104	-0.269749479270441	-0.0236085995586087	1.94849603938644	-5.90214988965218	-0.520578971495085	0.735786795821582
AT1G07280	AT1G07280	L	13.5225310975997	-0.945510561982174	-0.0699211231357424	2.78344028323149	-17.4802807839356	-1.42666390245738	0.843696124269341
AT1G07520	SCL31	M	2.08190781333888	-0.0404967901642158	-0.0194517691440278	0.369713304691861	-4.86294228600696	NA	0.608062264219582
AT1G07610	MT1C	M	519.171416997685	62.0322867451289	0.119483247178466	3.5359586399175	29.8708117946166	0.883443035730899	0.605174865550477
